"","version","compare_name"
"753","Region List","Chilara taylori"
"754","Region List","Chiloconger dentatus"
"755","Region List","Chilomycterus reticulatus"
"756","Region List","Chilorhinus platyrhynchus"
"768","Region List","Chirolophis tarsodes"
"772","Region List","Chlopsis bicollaris"
"773","Region List","Chlorophthalmus acutifrons"
"774","Region List","Chlorophthalmus agassizi"
"775","Region List","Chlorophthalmus albatrossis"
"776","Region List","Chlorophthalmus proridens"
"777","Region List","Chloroscombrus chrysurus"
"778","Region List","Chloroscombrus orqueta"
"779","Region List","Chlorurus perspicillatus"
"780","Region List","Chlorurus sordidus"
"781","Region List","Chlorurus spilurus"
"782","Region List","Chriolepis semisquamata"
"783","Region List","Chriolepis zebra"
"784","Region List","Chrionema chryseres"
"785","Region List","Chrionema squamiceps"
"786","Region List","Chromis agilis"
"787","Region List","Chromis alta"
"788","Region List","Chromis atrilobata"
"789","Region List","Chromis chromis"
"790","Region List","Chromis leucura"
"791","Region List","Chromis limbaughi"
"792","Region List","Chromis notata"
"793","Region List","Chromis ovalis"
"794","Region List","Chromis punctipinnis"
"795","Region List","Chromis struhsakeri"
"796","Region List","Chromis vanderbilti"
"797","Region List","Chromis verater"
"807","Region List","Cirrhilabrus jordani"
"808","Region List","Cirrhimuraena playfairii"
"809","Region List","Cirrhitichthys oxycephalus"
"810","Region List","Cirrhitops fasciatus"
"811","Region List","Cirrhitus pinnulatus"
"812","Region List","Cirrhitus rivulatus"
"813","Region List","Cirriemblemaria lucasana"
"814","Region List","Cirripectes obscurus"
"815","Region List","Cirripectes vanderbilti"
"816","Region List","Cirripectes variolosus"
"817","Region List","Citharichthys fragilis"
"818","Region List","Citharichthys gilberti"
"819","Region List","Citharichthys platophrys"
"820","Region List","Citharichthys sordidus"
"821","Region List","Citharichthys stigmaeus"
"822","Region List","Citharichthys xanthostigma"
"831","Region List","Clarkichthys bilineatus"
"833","Region List","Clevelandia ios"
"837","Region List","Clinocottus embryum"
"839","Region List","Clinocottus recalvus"
"847","Region List","Coccorella atlantica"
"848","Region List","Coccorella atrata"
"849","Region List","Cociella punctata"
"850","Region List","Coelorinchus aratrum"
"851","Region List","Coelorinchus bollonsi"
"852","Region List","Coelorinchus doryssus"
"853","Region List","Coelorinchus gladius"
"855","Region List","Coelorinchus scaphopsis"
"856","Region List","Coelorinchus spilonotus"
"863","Region List","Cololabis adoceta"
"864","Region List","Cololabis saira"
"868","Region List","Conger cinereus"
"869","Region List","Conger conger"
"870","Region List","Conger marginatus"
"871","Region List","Conger myriaster"
"872","Region List","Conger oligoporus"
"873","Region List","Conger triporiceps"
"874","Region List","Conger wilsoni"
"875","Region List","Congriscus megastoma"
"880","Region List","Conocara salmoneum"
"883","Region List","Conodon serrifer"
"886","Region List","Coptodon guineensis"
"888","Region List","Coralliozetus angelicus"
"889","Region List","Coralliozetus boehlkei"
"890","Region List","Coralliozetus micropes"
"891","Region List","Coralliozetus rosenblatti"
"893","Region List","Coregonus autumnalis"
"901","Region List","Coregonus pidschian"
"908","Region List","Coris ballieui"
"909","Region List","Coris flavovittata"
"910","Region List","Coris gaimard"
"911","Region List","Coris venusta"
"912","Region List","Corvula macrops"
"913","Region List","Coryphaena equiselis"
"914","Region List","Coryphaena hippurus"
"915","Region List","Coryphaenoides acrolepis"
"916","Region List","Coryphaenoides armatus"
"917","Region List","Coryphaenoides capito"
"918","Region List","Coryphaenoides cinereus"
"919","Region List","Coryphaenoides filifer"
"920","Region List","Coryphaenoides leptolepis"
"921","Region List","Coryphaenoides liocephalus"
"922","Region List","Coryphaenoides longicirrhus"
"923","Region List","Coryphaenoides longifilis"
"924","Region List","Coryphaenoides yaquinae"
"925","Region List","Coryphopterus urospilus"
"926","Region List","Cosmocampus arctus"
"968","Region List","Crocodilichthys gracilis"
"969","Region List","Cryptacanthodes aleutensis"
"974","Region List","Cryptopsaras couesii"
"975","Region List","Cryptotrema corallinum"
"976","Region List","Cryptotrema seftoni"
"978","Region List","Crystallichthys cyclospilus"
"979","Region List","Ctenochaetus hawaiiensis"
"980","Region List","Ctenochaetus strigosus"
"981","Region List","Ctenogobius sagittula"
"982","Region List","Ctenopharyngodon idella"
"984","Region List","Cubiceps baxteri"
"985","Region List","Cubiceps capensis"
"986","Region List","Cubiceps pauciradiatus"
"987","Region List","Cubiceps whiteleggii"
"988","Region List","Cyclopsetta panamensis"
"989","Region List","Cyclopsetta querna"
"993","Region List","Cyclothone acclinidens"
"994","Region List","Cyclothone alba"
"995","Region List","Cyclothone atraria"
"996","Region List","Cyclothone braueri"
"997","Region List","Cyclothone microdon"
"998","Region List","Cyclothone pallida"
"999","Region List","Cyclothone parapallida"
"1000","Region List","Cyclothone pseudopallida"
"1001","Region List","Cyclothone signata"
"1002","Region List","Cyema atrum"
"1004","Region List","Cymolutes lecluse"
"1005","Region List","Cynoglossus abbreviatus"
"1006","Region List","Cynoscion nannus"
"1007","Region List","Cynoscion parvipinnis"
"1008","Region List","Cynoscion reticulatus"
"1009","Region List","Cynoscion stolzmanni"
"1010","Region List","Cynoscion xanthulus"
"1014","Region List","Cyprinodon salinus"
"1015","Region List","Cyprinodon salinus salinus"
"1016","Region List","Cyprinus carpio"
"1017","Region List","Cypselurus angusticeps"
"1018","Region List","Cypselurus callopterus"
"1019","Region List","Cypselurus hexazona"
"1020","Region List","Cypselurus naresii"
"1021","Region List","Dactylagnus mundus"
"1022","Region List","Dactylagnus parvus"
"1023","Region List","Dactyloptena orientalis"
"1024","Region List","Dactyloscopus byersi"
"1025","Region List","Dactyloscopus elongatus"
"1026","Region List","Dactyloscopus fallax"
"1027","Region List","Dactyloscopus fimbriatus"
"1028","Region List","Dactyloscopus heraldi"
"1029","Region List","Dactyloscopus lunaticus"
"1030","Region List","Dactyloscopus metoecus"
"1031","Region List","Dactyloscopus minutus"
"1032","Region List","Dactyloscopus pectoralis"
"1033","Region List","Dajaus monticola"
"1034","Region List","Danaphos oculatus"
"1036","Region List","Dascyllus albisella"
"1037","Region List","Dascyllus aruanus"
"1038","Region List","Dascyllus trimaculatus"
"1039","Region List","Dasyatis brevis"
"1041","Region List","Dasyscopelus selenops"
"1042","Region List","Dasyscopelus spinosus"
"1044","Region List","Decapterus macarellus"
"1045","Region List","Decapterus macrosoma"
"1046","Region List","Decapterus muroadsi"
"1047","Region List","Decapterus russelli"
"1048","Region List","Decapterus scombrinus"
"1049","Region List","Decapterus tabl"
"1050","Region List","Decodon melasma"
"1053","Region List","Dendrochirus barberi"
"1057","Region List","Dentex tumifrons"
"1058","Region List","Derepodichthys alepidotus"
"1059","Region List","Derichthys serpentinus"
"1060","Region List","Dermatolepis dermatolepis"
"1061","Region List","Desmodema lorum"
"1062","Region List","Desmodema polystictum"
"1065","Region List","Dialarchus snyderi"
"1066","Region List","Diaphus adenomus"
"1067","Region List","Diaphus anderseni"
"1068","Region List","Diaphus bertelseni"
"1069","Region List","Diaphus brachycephalus"
"1070","Region List","Diaphus chrysorhynchus"
"1071","Region List","Diaphus effulgens"
"1072","Region List","Diaphus fragilis"
"1073","Region List","Diaphus fulgens"
"1074","Region List","Diaphus garmani"
"1075","Region List","Diaphus gigas"
"1076","Region List","Diaphus jenseni"
"1077","Region List","Diaphus kuroshio"
"1078","Region List","Diaphus luetkeni"
"1079","Region List","Diaphus malayanus"
"1080","Region List","Diaphus mollis"
"1081","Region List","Diaphus pacificus"
"1082","Region List","Diaphus parri"
"1083","Region List","Diaphus perspicillatus"
"1084","Region List","Diaphus phillipsi"
"1085","Region List","Diaphus rafinesquii"
"1086","Region List","Diaphus schmidti"
"1087","Region List","Diaphus suborbitalis"
"1088","Region List","Diaphus subtilis"
"1089","Region List","Diaphus theta"
"1090","Region List","Diaphus trachops"
"1091","Region List","Diaphus wisneri"
"1092","Region List","Diapterus peruvianus"
"1093","Region List","Dibranchus spongiosa"
"1094","Region List","Diceratias pileatus"
"1095","Region List","Dicrolene filamentosa"
"1098","Region List","Diodon eydouxii"
"1099","Region List","Diodon holocanthus"
"1100","Region List","Diodon hystrix"
"1101","Region List","Diogenichthys atlanticus"
"1102","Region List","Diogenichthys laternatus"
"1105","Region List","Diplectrum eumelum"
"1106","Region List","Diplectrum euryplectrum"
"1107","Region List","Diplectrum labarum"
"1108","Region List","Diplectrum maximum"
"1109","Region List","Diplectrum pacificum"
"1110","Region List","Diplectrum rostrum"
"1111","Region List","Diplectrum sciurus"
"1112","Region List","Diplobatis ommata"
"1113","Region List","Diplodus lineatus"
"1115","Region List","Diplophos taenia"
"1116","Region List","Diplospinus multistriatus"
"1117","Region List","Diretmoides pauciradiatus"
"1125","Region List","Dolicholagus longirostris"
"1126","Region List","Dolichopteryx longipes"
"1127","Region List","Dolichopteryx parini"
"1128","Region List","Dolichopteryx pseudolongipes"
"1129","Region List","Dolopichthys danae"
"1130","Region List","Dolopichthys longicornis"
"1131","Region List","Dolopichthys pullatus"
"1132","Region List","Dormitator latifrons"
"1133","Region List","Dormitator maculatus"
"1136","Region List","Doryrhamphus excisus"
"1137","Region List","Doryrhamphus excisus excisus"
"1138","Region List","Doryrhamphus paulus"
"1139","Region List","Draconetta xenica"
"1143","Region List","Dunckerocampus baldwini"
"1144","Region List","Dysalotus alcocki"
"1146","Region List","Dysomma melanurum"
"1147","Region List","Dysommina rugosa"
"1150","Region List","Echidna nebulosa"
"1151","Region List","Echidna nocturna"
"1152","Region List","Echidna polyzona"
"1153","Region List","Echinomacrurus occidentalis"
"1154","Region List","Echinorhinus cookei"
"1155","Region List","Echiodon exsilium"
"1156","Region List","Echiostoma barbatum"
"1159","Region List","Ekemblemaria myersi"
"1160","Region List","Elacatinus digueti"
"1161","Region List","Elacatinus puncticulatus"
"1163","Region List","Elagatis bipinnulata"
"1166","Region List","Elattarchus archidium"
"1167","Region List","Electrona risso"
"1169","Region List","Eleotris picta"
"1170","Region List","Eleotris sandwicensis"
"1173","Region List","Ellochelon vaigiensis"
"1174","Region List","Elops affinis"
"1175","Region List","Elops saurus"
"1176","Region List","Embassichthys bathybius"
"1179","Region List","Emblemaria hypacanthus"
"1180","Region List","Emblemaria nivipes"
"1181","Region List","Emblemaria piratica"
"1182","Region List","Emblemaria walkeri"
"1183","Region List","Emmelichthys karnellai"
"1184","Region List","Emmelichthys struhsakeri"
"1185","Region List","Encheliophis vermicularis"
"1186","Region List","Enchelycore octaviana"
"1187","Region List","Enchelycore pardalis"
"1188","Region List","Enchelynassa canina"
"1189","Region List","Enchelyurus ater"
"1190","Region List","Enchelyurus brunneolus"
"1192","Region List","Encrasicholina purpurea"
"1194","Region List","Engraulis mordax"
"1195","Region List","Engyophrys sanctilaurentii"
"1197","Region List","Engyprosopon xenandrus"
"1198","Region List","Enneanectes carminalis"
"1199","Region List","Enneanectes exsul"
"1200","Region List","Enneanectes glendae"
"1201","Region List","Enneanectes macrops"
"1202","Region List","Enneanectes reticulatus"
"1203","Region List","Enneapterygius etheostomus"
"1206","Region List","Enophrys lucasi"
"1207","Region List","Enophrys taurina"
"1208","Region List","Entomacrodus chiostictus"
"1209","Region List","Entomacrodus marmoratus"
"1210","Region List","Entomacrodus nigricans"
"1211","Region List","Entomacrodus striatus"
"1212","Region List","Entosphenus tridentatus"
"1215","Region List","Epibulus insidiator"
"1216","Region List","Epigonus atherinoides"
"1217","Region List","Epigonus fragilis"
"1218","Region List","Epigonus glossodontus"
"1219","Region List","Epigonus occidentalis"
"1221","Region List","Epinephelus analogus"
"1222","Region List","Epinephelus areolatus"
"1223","Region List","Epinephelus cifuentesi"
"1225","Region List","Epinephelus guttatus"
"1226","Region List","Epinephelus labriformis"
"1229","Region List","Epinephelus quinquefasciatus"
"1231","Region List","Eptatretus carlhubbsi"
"1232","Region List","Eptatretus deani"
"1233","Region List","Eptatretus fritzi"
"1234","Region List","Eptatretus mcconnaugheyi"
"1235","Region List","Eptatretus sinus"
"1236","Region List","Eptatretus stoutii"
"1245","Region List","Ernogrammus walkeri"
"1248","Region List","Erythrocles scintillans"
"1249","Region List","Esox lucius"
"1250","Region List","Esselenichthys carli"
"1251","Region List","Esselenichthys laurae"
"1252","Region List","Etelis carbunculus"
"1253","Region List","Etelis coruscans"
"1254","Region List","Ethadophis merenda"
"1267","Region List","Etmopterus benchleyi"
"1270","Region List","Etropus peruvianus"
"1271","Region List","Etrumeus acuminatus"
"1274","Region List","Etrumeus teres"
"1275","Region List","Eucinostomus argenteus"
"1276","Region List","Eucinostomus currani"
"1277","Region List","Eucinostomus dowii"
"1278","Region List","Eucinostomus entomelas"
"1279","Region List","Eucinostomus gracilis"
"1280","Region List","Eucinostomus melanopterus"
"1281","Region List","Eucryphycus californicus"
"1282","Region List","Eucyclogobius newberryi"
"1283","Region List","Euleptorhamphus viridis"
"1284","Region List","Eumecichthys fiski"
"1288","Region List","Eumicrotremus barbatus"
"1292","Region List","Eumicrotremus phrynoides"
"1294","Region List","Eumicrotremus taranetzi"
"1295","Region List","Euprotomicrus bispinatus"
"1297","Region List","Eurypegasus draconis"
"1298","Region List","Eurypegasus papilio"
"1299","Region List","Eurypharynx pelecanoides"
"1301","Region List","Eustomias achirus"
"1302","Region List","Eustomias acinosus"
"1303","Region List","Eustomias albibulbus"
"1304","Region List","Eustomias bibulboides"
"1305","Region List","Eustomias bibulbosus"
"1306","Region List","Eustomias bifilis"
"1307","Region List","Eustomias bigelowi"
"1308","Region List","Eustomias bimargaritoides"
"1309","Region List","Eustomias bituberoides"
"1310","Region List","Eustomias braueri"
"1311","Region List","Eustomias bulbiramis"
"1312","Region List","Eustomias cryptobulbus"
"1313","Region List","Eustomias curtatus"
"1314","Region List","Eustomias deofamiliaris"
"1315","Region List","Eustomias dinema"
"1316","Region List","Eustomias elongatus"
"1317","Region List","Eustomias enbarbatus"
"1318","Region List","Eustomias fissibarbis"
"1319","Region List","Eustomias furcifer"
"1320","Region List","Eustomias gibbsi"
"1321","Region List","Eustomias inconstans"
"1322","Region List","Eustomias ioani"
"1323","Region List","Eustomias longiramis"
"1324","Region List","Eustomias macronema"
"1325","Region List","Eustomias macrurus"
"1326","Region List","Eustomias magnificus"
"1327","Region List","Eustomias medusa"
"1328","Region List","Eustomias melanostigma"
"1329","Region List","Eustomias melanostigmoides"
"1330","Region List","Eustomias pacificus"
"1331","Region List","Eustomias parini"
"1332","Region List","Eustomias perplexus"
"1333","Region List","Eustomias problematicus"
"1334","Region List","Eustomias satterleei"
"1335","Region List","Eustomias schmidti"
"1336","Region List","Eustomias similis"
"1337","Region List","Eustomias simplex"
"1338","Region List","Eustomias spherulifer"
"1339","Region List","Eustomias tomentosis"
"1340","Region List","Eustomias vulgaris"
"1342","Region List","Eutaeniophorus festivus"
"1345","Region List","Euthynnus lineatus"
"1347","Region List","Evermannella ahlstromi"
"1348","Region List","Evermannella indica"
"1349","Region List","Evermannia longipinnis"
"1355","Region List","Evistias acutirostris"
"1356","Region List","Exallias brevis"
"1357","Region List","Exerpes asper"
"1358","Region List","Exocoetus monocirrhus"
"1359","Region List","Exocoetus volitans"
"1365","Region List","Exyrias belissimus"
"1366","Region List","Facciolella equatorialis"
"1367","Region List","Facciolella gilbertii"
"1371","Region List","Fistularia commersonii"
"1372","Region List","Fistularia corneta"
"1373","Region List","Fistularia petimba"
"1374","Region List","Flagellostomias boureei"
"1375","Region List","Foa brachygramma"
"1376","Region List","Fodiator acutus"
"1377","Region List","Fodiator rostratus"
"1378","Region List","Forcipiger flavissimus"
"1379","Region List","Forcipiger longirostris"
"1380","Region List","Fowlerichthys avalonis"
"1382","Region List","Fundulus diaphanus"
"1383","Region List","Fundulus parvipinnis"
"1386","Region List","Gadella molokaiensis"
"1387","Region List","Gadella norops"
"1390","Region List","Gadomus melanopterus"
"1396","Region List","Galeocerdo cuvier"
"1397","Region List","Galeorhinus galeus"
"1398","Region List","Gambusia affinis"
"1399","Region List","Gambusia holbrooki"
"1402","Region List","Gasterosteus aculeatus aculeatus"
"1403","Region List","Gasterosteus aculeatus williamsoni"
"1407","Region List","Genicanthus personatus"
"1408","Region List","Genioliparis ferox"
"1409","Region List","Genyatremus dovii"
"1410","Region List","Genyonemus lineatus"
"1413","Region List","Gerres cinereus"
"1414","Region List","Gerres erythrourus"
"1415","Region List","Gerres filamentosus"
"1416","Region List","Gerres oblongus"
"1417","Region List","Gibbonsia elegans"
"1418","Region List","Gibbonsia metzi"
"1419","Region List","Gibbonsia montereyensis"
"1420","Region List","Gigantactis gargantua"
"1421","Region List","Gigantactis golovani"
"1422","Region List","Gigantactis macronema"
"1423","Region List","Gigantactis microdontis"
"1424","Region List","Gigantactis perlatus"
"1425","Region List","Gigantactis vanhoeffeni"
"1426","Region List","Gigantura chuni"
"1427","Region List","Gigantura indica"
"1442","Region List","Gillellus arenicola"
"1443","Region List","Gillellus ornatus"
"1444","Region List","Gillellus searcheri"
"1445","Region List","Gillellus semicinctus"
"1446","Region List","Gillichthys detrusus"
"1449","Region List","Ginglymostoma cirratum"
"1450","Region List","Girella nigricans"
"1451","Region List","Girella simplicidens"
"1453","Region List","Glossanodon struhsakeri"
"1457","Region List","Glossogobius kokius"
"1475","Region List","Gnathanodon speciosus"
"1478","Region List","Gnathophis cinctus"
"1484","Region List","Gobiesox adustus"
"1485","Region List","Gobiesox eugrammus"
"1486","Region List","Gobiesox maeandricus"
"1487","Region List","Gobiesox marijeanae"
"1488","Region List","Gobiesox papillifer"
"1489","Region List","Gobiesox pinniger"
"1490","Region List","Gobiesox rhessodon"
"1491","Region List","Gobiesox schultzi"
"1494","Region List","Gobioclinus dendriticus"
"1495","Region List","Gobiomorus maculatus"
"1497","Region List","Gobiopterus chuno"
"1498","Region List","Gobiosoma chiquita"
"1499","Region List","Gobiosoma nudum"
"1500","Region List","Gobiosoma paradoxum"
"1501","Region List","Gobulus crescentalis"
"1502","Region List","Gomphosus varius"
"1503","Region List","Gonichthys cocco"
"1504","Region List","Gonichthys tenuiculus"
"1505","Region List","Gonorynchus gonorynchus"
"1506","Region List","Gonorynchus moseleyi"
"1507","Region List","Gonostoma atlanticum"
"1508","Region List","Gorgasia punctata"
"1509","Region List","Grammatonotus laysanus"
"1511","Region List","Grammonus diagrammus"
"1513","Region List","Gunnellichthys curiosus"
"1514","Region List","Gymneleotris seminuda"
"1525","Region List","Gymnocanthus pistilliger"
"1530","Region List","Gymnomuraena zebra"
"1532","Region List","Gymnothorax annulatus"
"1533","Region List","Gymnothorax berndti"
"1534","Region List","Gymnothorax castaneus"
"1535","Region List","Gymnothorax chilospilus"
"1536","Region List","Gymnothorax dovii"
"1537","Region List","Gymnothorax enigmaticus"
"1538","Region List","Gymnothorax eurostus"
"1539","Region List","Gymnothorax flavimarginatus"
"1540","Region List","Gymnothorax funebris"
"1541","Region List","Gymnothorax fuscomaculatus"
"1542","Region List","Gymnothorax gracilicauda"
"1543","Region List","Gymnothorax javanicus"
"1544","Region List","Gymnothorax kidako"
"1545","Region List","Gymnothorax melatremus"
"1546","Region List","Gymnothorax meleagris"
"1547","Region List","Gymnothorax mordax"
"1548","Region List","Gymnothorax moringa"
"1549","Region List","Gymnothorax nigromarginatus"
"1550","Region List","Gymnothorax nudivomer"
"1551","Region List","Gymnothorax panamensis"
"1552","Region List","Gymnothorax pictus"
"1553","Region List","Gymnothorax polyspondylus"
"1554","Region List","Gymnothorax prismodon"
"1555","Region List","Gymnothorax rueppelliae"
"1556","Region List","Gymnothorax steindachneri"
"1557","Region List","Gymnothorax undulatus"
"1558","Region List","Gymnothorax ypsilon"
"1559","Region List","Gymnura altavela"
"1560","Region List","Gymnura marmorata"
"1561","Region List","Gyrinichthys minytremus"
"1563","Region List","Gyrinomimus bruuni"
"1564","Region List","Gyrinomimus grahami"
"1565","Region List","Gyrinomimus myersi"
"1567","Region List","Haemulon flaviguttatum"
"1568","Region List","Haemulon maculicauda"
"1569","Region List","Haemulon scudderii"
"1570","Region List","Haemulon sexfasciatum"
"1571","Region List","Haemulon steindachneri"
"1572","Region List","Haemulopsis axillaris"
"1573","Region List","Haemulopsis elongatus"
"1574","Region List","Haemulopsis leuciscus"
"1575","Region List","Haemulopsis nitidus"
"1577","Region List","Halicampus edmondsoni"
"1578","Region List","Halichoeres aestuaricola"
"1579","Region List","Halichoeres bicolor"
"1580","Region List","Halichoeres chierchiae"
"1581","Region List","Halichoeres dispilus"
"1582","Region List","Halichoeres insularis"
"1583","Region List","Halichoeres melanotis"
"1584","Region List","Halichoeres nicholsi"
"1585","Region List","Halichoeres notospilus"
"1586","Region List","Halichoeres ornatissimus"
"1587","Region List","Halichoeres semicinctus"
"1588","Region List","Halieutaea retifera"
"1589","Region List","Halieutopsis bathyoreos"
"1590","Region List","Halieutopsis margaretae"
"1593","Region List","Harengula thrissina"
"1594","Region List","Harriotta raleighana"
"1598","Region List","Hemanthias peruanus"
"1599","Region List","Hemanthias signifer"
"1603","Region List","Hemicaranx leucurus"
"1604","Region List","Hemicaranx zelotes"
"1606","Region List","Hemilepidotus hemilepidotus"
"1612","Region List","Hemiramphus brasiliensis"
"1613","Region List","Hemiramphus saltator"
"1614","Region List","Hemitaurichthys polylepis"
"1615","Region List","Hemitaurichthys thompsoni"
"1619","Region List","Heniochus acuminatus"
"1620","Region List","Heniochus chrysostomus"
"1621","Region List","Heniochus diphreutes"
"1624","Region List","Herklotsichthys quadrimaculatus"
"1627","Region List","Heteristius cinctus"
"1628","Region List","Heteroconger digueti"
"1629","Region List","Heteroconger pellegrini"
"1630","Region List","Heterodontus francisci"
"1631","Region List","Heterodontus galeatus"
"1632","Region List","Heterodontus mexicanus"
"1633","Region List","Heterodontus portusjacksoni"
"1634","Region List","Heterophotus ophistoma"
"1637","Region List","Heterostichus rostratus"
"1645","Region List","Hexanchus griseus"
"1646","Region List","Hexatrygon bickelli"
"1648","Region List","Himantolophus nigricornis"
"1649","Region List","Himantolophus sagamius"
"1650","Region List","Hime japonica"
"1651","Region List","Hippocampus erectus"
"1652","Region List","Hippocampus fisheri"
"1653","Region List","Hippocampus hippocampus"
"1654","Region List","Hippocampus ingens"
"1655","Region List","Hippocampus zosterae"
"1656","Region List","Hippoglossina bollmani"
"1659","Region List","Hippoglossina tetrophthalma"
"1666","Region List","Hirundichthys affinis"
"1667","Region List","Hirundichthys albimaculatus"
"1668","Region List","Hirundichthys marginatus"
"1669","Region List","Hirundichthys rondeletii"
"1670","Region List","Hirundichthys speculiger"
"1671","Region List","Histiobranchus bathybius"
"1672","Region List","Holacanthus ciliaris"
"1673","Region List","Holacanthus clarionensis"
"1674","Region List","Holacanthus passer"
"1675","Region List","Hollardia goslinei"
"1676","Region List","Holtbyrnia latifrons"
"1677","Region List","Holtbyrnia macrops"
"1683","Region List","Hoplichthys citrinus"
"1684","Region List","Hoplopagrus guentherii"
"1686","Region List","Howella parini"
"1687","Region List","Howella sherborni"
"1688","Region List","Howella zina"
"1697","Region List","Hydrolagus melanophasma"
"1700","Region List","Hydrolagus trolli"
"1701","Region List","Hygophum atratum"
"1702","Region List","Hygophum macrochir"
"1703","Region List","Hygophum proximum"
"1704","Region List","Hygophum reinhardtii"
"1705","Region List","Hymenocephalus antraeus"
"1706","Region List","Hymenocephalus aterrimus"
"1707","Region List","Hymenocephalus longibarbis"
"1708","Region List","Hymenocephalus striatissimus"
"1709","Region List","Hypanus dipterurus"
"1710","Region List","Hypanus longus"
"1713","Region List","Hyperoglyphe japonica"
"1726","Region List","Hypomesus transpacificus"
"1727","Region List","Hypophthalmichthys molitrix"
"1729","Region List","Hyporhamphus gilli"
"1730","Region List","Hyporhamphus naos"
"1731","Region List","Hyporhamphus roberti"
"1732","Region List","Hyporhamphus rosae"
"1733","Region List","Hyporhamphus unifasciatus"
"1734","Region List","Hyporthodus acanthistius"
"1735","Region List","Hyporthodus niphobles"
"1736","Region List","Hyporthodus niveatus"
"1737","Region List","Hyporthodus quernus"
"1740","Region List","Hypsoblennius brevipinnis"
"1741","Region List","Hypsoblennius gentilis"
"1742","Region List","Hypsoblennius gilberti"
"1743","Region List","Hypsoblennius jenkinsi"
"1744","Region List","Hypsoblennius proteus"
"1746","Region List","Hypsopsetta guttulata"
"1747","Region List","Hypsurus caryi"
"1748","Region List","Hypsypops rubicundus"
"1749","Region List","Hysterocarpus traskii"
"1752","Region List","Icelinus cavifrons"
"1755","Region List","Icelinus limbaughi"
"1756","Region List","Icelinus oculatus"
"1758","Region List","Icelinus quadriseriatus"
"1759","Region List","Icelinus tenuis"
"1761","Region List","Icelus canaliculatus"
"1763","Region List","Icelus euryops"
"1769","Region List","Icelus uncinalis"
"1770","Region List","Ichthyapus platyrhynchus"
"1771","Region List","Ichthyapus selachops"
"1772","Region List","Ichthyapus vulturis"
"1773","Region List","Ichthyococcus elongatus"
"1774","Region List","Ichthyococcus intermedius"
"1775","Region List","Ichthyococcus irregularis"
"1776","Region List","Ichthyococcus ovatus"
"1778","Region List","Icichthys lockingtoni"
"1779","Region List","Icosteus aenigmaticus"
"1780","Region List","Ictalurus furcatus"
"1784","Region List","Idiacanthus antrostomus"
"1785","Region List","Idiacanthus atlanticus"
"1786","Region List","Idiacanthus fasciola"
"1788","Region List","Idiolychnus urolampus"
"1789","Region List","Ijimaia plicatellus"
"1795","Region List","Ilypnus gilberti"
"1796","Region List","Ilypnus luculentus"
"1803","Region List","Iniistius pavo"
"1807","Region List","Iniistius umbrilatus"
"1809","Region List","Inimicus japonicus"
"1810","Region List","Iracundus signifer"
"1811","Region List","Isistius brasiliensis"
"1813","Region List","Isocirrhitus sexfasciatus"
"1815","Region List","Istiblennius zebra"
"1816","Region List","Istigobius decoratus"
"1818","Region List","Istigobius hoesei"
"1824","Region List","Isurus oxyrinchus"
"1826","Region List","Johnius macrorhynus"
"1827","Region List","Johnrandallia nigrirostris"
"1831","Region List","Kali colubrina"
"1832","Region List","Kali falx"
"1833","Region List","Kali indica"
"1834","Region List","Kali kerberti"
"1835","Region List","Kali macrodon"
"1837","Region List","Kasatkia seigeli"
"1838","Region List","Kathetostoma averruncus"
"1840","Region List","Kaupichthys diodontus"
"1841","Region List","Kaupichthys hyoproroides"
"1842","Region List","Kelloggella oligolepis"
"1843","Region List","Kentrocapros aculeatus"
"1848","Region List","Kuhlia marginata"
"1849","Region List","Kuhlia mugil"
"1850","Region List","Kuhlia sandvicensis"
"1851","Region List","Kuronezumia bubonis"
"1853","Region List","Kyphosus azureus"
"1854","Region List","Kyphosus cinerascens"
"1855","Region List","Kyphosus elegans"
"1856","Region List","Kyphosus lutescens"
"1857","Region List","Kyphosus ocyurus"
"1858","Region List","Kyphosus sandwicensis"
"1859","Region List","Kyphosus sectatrix"
"1860","Region List","Kyphosus vaigiensis"
"1863","Region List","Labichthys carinatus"
"1864","Region List","Labracoglossa argenteiventris"
"1865","Region List","Labrisomus multiporosus"
"1866","Region List","Labrisomus socorroensis"
"1867","Region List","Labrisomus wigginsi"
"1868","Region List","Labrisomus xanti"
"1869","Region List","Labroides phthirophagus"
"1870","Region List","Lachneratus phasmaticus"
"1873","Region List","Lactoria cornuta"
"1875","Region List","Lactoria fornasini"
"1876","Region List","Laemonema longipes"
"1877","Region List","Laemonema rhodochir"
"1878","Region List","Laemonema verecundum"
"1881","Region List","Lamna ditropis"
"1882","Region List","Lampadena anomala"
"1883","Region List","Lampadena luminosa"
"1884","Region List","Lampadena urophaos"
"1885","Region List","Lampadena yaquinae"
"1886","Region List","Lampanyctus acanthurus"
"1887","Region List","Lampanyctus achirus"
"1888","Region List","Lampanyctus alatus"
"1889","Region List","Lampanyctus ater"
"1890","Region List","Lampanyctus bristori"
"1891","Region List","Lampanyctus crypticus"
"1892","Region List","Lampanyctus fernae"
"1893","Region List","Lampanyctus festivus"
"1894","Region List","Lampanyctus gibbsi"
"1895","Region List","Lampanyctus hawaiiensis"
"1896","Region List","Lampanyctus hubbsi"
