subject_accession,subject_taxonomy_id,kingdom,phylum,class,order,family,genus,species,sp_num,class_count,extra_organism
CP050293,381,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium loti,1,272,n
CP033361,1777866,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium erdmanii,1,272,n
CP050296,28104,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium huakuii,1,272,n
CP042826,2603277,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium,1,272,n
CP015614,588932,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas naejangsanensis,1,272,n
NC_012903,44058,Eukaryota,unknown phylum,Pelagophyceae,Pelagomonadales,unknown family,Aureoumbra,Aureoumbra lagunensis,1,12,n
GQ231542,44058,Eukaryota,unknown phylum,Pelagophyceae,Pelagomonadales,unknown family,Aureoumbra,Aureoumbra lagunensis,2,12,n
NC_067952,49249,Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,Ditylum brightwellii,1,54,n
FJ159132,49249,Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,Ditylum brightwellii,2,54,n
AJ536460,49249,Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,Ditylum brightwellii,3,54,n
NC_056791,1003145,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella,Tryblionella apiculata,1,128,n
LK391803,2590921,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Mediolabrus,Mediolabrus comicus,1,151,n
HM213650,139273,Eukaryota,Foraminifera,unknown class,Rotaliida,Elphidiidae,Elphidium,Elphidium williamsoni,1,393,n
CP024903,60550,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pyrrocinia,1,412,n
CP049157,2705548,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia,1,412,n
LR722698,74348,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter brevis,1,272,n
LR722694,394264,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter marinus,1,272,n
MN310323,225422,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter indolifex,1,272,n
NR_165714,2679961,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter profundi,1,272,n
KX961722,83219,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter mediterraneus,1,272,n
CP049134,92647,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia tropica,1,412,n
AP013058,758793,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia insecticola,1,412,n
CP018811,1926494,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia,1,412,n
CP065686,430531,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia humptydooensis,1,412,n
CP007212,41899,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia plantarii,1,412,n
CP023203,337,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia glumae,1,412,n
CP031467,1761016,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia caffeinilytica,1,412,n
CP084255,169427,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia terricola,1,412,n
CP013480,93219,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea norimbergensis,1,412,n
CP002599,999541,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia gladioli,1,412,n
CP027669,2109915,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Simplicispira,Simplicispira suum,1,412,n
CP000529,365044,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Polaromonas naphthalenivorans,1,412,n
AP012320,983917,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Rubrivivax,Rubrivivax gelatinosus,1,412,n
CP035913,321985,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,Pseudoduganella lutea,1,412,n
CP029343,945844,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia oculi,1,412,n
CP019236,1842727,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Rhodoferax koreense,1,412,n
CP089742,1267217,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Melaminivora,Melaminivora jejuensis,1,412,n
HG322949,1349767,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,Janthinobacterium agaricidamnosum,1,412,n
CP053418,2732511,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,Ramlibacter,1,412,n
CP047650,2697032,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,unknown family,Xylophilus,Xylophilus rhododendri,1,412,n
CP046904,871742,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,Pseudoduganella flava,1,412,n
CP115554,2995154,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,Pseudoduganella,1,412,n
CP060714,1715720,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,Diaphorobacter ruginosibacter,1,412,n
CP029606,2082386,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Methylibium,Methylibium,1,412,n
CP000555,420662,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Methylibium,Methylibium petroleiphilum,1,412,n
AP023423,2764705,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Sideroxyarcus,Sideroxyarcus emersonii,1,412,n
CP023284,436515,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax boronicumulans,1,412,n
CP028324,2072590,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,Pseudoduganella armeniaca,1,412,n
CP024645,946333,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,unknown family,Rhizobacter,Rhizobacter gummiphilus,1,412,n
CP018845,2014887,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum robiniae,1,412,n
CP000542,391735,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Verminephrobacter,Verminephrobacter eiseniae,1,412,n
CP022736,2025949,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum meg,1,412,n
CP059068,2752316,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Rhodoferax,1,412,n
CP051298,179636,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Alicycliphilus,Alicycliphilus denitrificans,1,412,n
AP026966,457921,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia varians,1,412,n
CP017433,72557,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter ruhlandii,1,412,n
AP014569,1458426,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Serpentinimonas,Serpentinimonas maccroryi,1,412,n
CP034395,964,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum seropedicae,1,412,n
KU516139,1781371,Bacteria,unknown phylum,unknown class,unknown order,unknown family,unknown genus,bacterium gwascaffold,1,393,n
CP058554,1562974,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas piscis,1,412,n
CP079745,225991,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas aquatica,1,412,n
AP021857,2608985,Bacteria,Pseudomonadota,Betaproteobacteria,unknown order,unknown family,Candidatus Desulfobacillus,Candidatus Desulfobacillus denitrificans,1,412,n
CP065997,1353891,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter deleyi,1,412,n
CP011774,1678128,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,Limnohabitans,1,412,n
AP021884,171865,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Sulfuricellaceae,Sulfuriferula,Sulfuriferula plumbiphila,1,412,n
CP033966,2488560,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pigmentiphaga,Pigmentiphaga,1,412,n
CP066076,311231,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia ginsengisoli,1,412,n
CP039546,223967,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylorubrum,Methylorubrum populi,1,272,n
CP054028,1538159,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium hidalgonense,1,272,n
CP007068,1033991,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium leguminosarum bv trifolii,1,272,n
CP000908,419610,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylorubrum,Methylorubrum extorquens,1,272,n
KY478314,305973,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Deferribacteraceae,Deferribacter,Deferribacter,1,7,n
KR837961,1339183,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Pyxidicoccus,Pyxidicoccus,1,5,n
GQ337317,195045,Bacteria,Candidatus Marinimicrobia,unknown class,unknown order,unknown family,unknown genus,Candidatus Marinimicrobia,1,393,n
GU474916,710790,Bacteria,Candidatus Marinimicrobia,unknown class,unknown order,unknown family,unknown genus,Marinimicrobia,1,393,n
JF947838,417995,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Deferribacteraceae,unknown genus,Deferribacteraceae,1,7,n
LC087776,213663,Bacteria,Deferribacterota,Deferribacteres,unknown order,unknown family,unknown genus,Deferribacteres,1,7,n
LC087627,417995,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Deferribacteraceae,unknown genus,Deferribacteraceae,2,7,n
AM748245,187320,Bacteria,unknown phylum,unknown class,unknown order,unknown family,unknown genus,FibrobacteresAcidobacteria group,1,393,n
JF947840,417995,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Deferribacteraceae,unknown genus,Deferribacteraceae,3,7,n
KP083352,213663,Bacteria,Deferribacterota,Deferribacteres,unknown order,unknown family,unknown genus,Deferribacteres,2,7,n
OW750384,2496907,Bacteria,Acidobacteriota,Blastocatellia,unknown order,unknown family,unknown genus,Blastocatellia,1,3,n
OW538301,2496907,Bacteria,Acidobacteriota,Blastocatellia,unknown order,unknown family,unknown genus,Blastocatellia,2,3,n
KY477826,159090,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus,1,1,n
MW274624,1983266,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,unknown family,unknown genus,Blastocatellales,1,3,n
FJ933280,194844,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,unknown genus,Acidobacteriaceae,2,10,n
CP018925,615,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia marcescens,1,653,n
CP049919,2714952,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Kinneretia,Kinneretia,1,412,n
CP011514,1658665,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Mitsuaria,Mitsuaria,1,412,n
CP010310,93221,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea pulmonicola,1,412,n
CP110227,61652,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia rubidaea,1,653,n
CP083589,92645,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum frisingense,1,412,n
CP003942,671990,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia,1,653,n
CP010897,656178,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea vervacti,1,412,n
CP030849,2518599,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea,1,412,n
CP009450,61647,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pluralibacter,Pluralibacter gergoviae,1,653,n
CP060413,225992,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas kerstersii,1,412,n
CP045913,28151,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia proteamaculans,1,653,n
CP038467,137545,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia quinivorans,1,653,n
CP043575,160825,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas koreensis,1,412,n
LR131956,554131,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,unknown family,Thiomonas,Thiomonas,1,412,n
CP000494,288000,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium,1,272,n
CP048834,2709380,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Starkeya,Starkeya,1,272,n
CP092848,410,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium organophilum,1,272,n
CP045144,1850374,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Ancylobacter,Ancylobacter,1,272,n
CP081869,1437009,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Chenggangzhangella,Chenggangzhangella methanolivorans,1,272,n
CP078539,550,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae,1,653,n
CP002026,639283,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Starkeya,Starkeya novella,1,272,n
LC087436,220496,Bacteria,Thermodesulfobacteriota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,unknown genus,Syntrophobacteraceae,2,5,n
OW755871,269677,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Pseudobdellovibrionaceae,unknown genus,Pseudobdellovibrionaceae,1,3,n
MW302916,269677,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Pseudobdellovibrionaceae,unknown genus,Pseudobdellovibrionaceae,2,3,n
MW302905,269677,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Pseudobdellovibrionaceae,unknown genus,Pseudobdellovibrionaceae,3,3,n
LC087433,220496,Bacteria,Thermodesulfobacteriota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,unknown genus,Syntrophobacteraceae,3,5,n
MF039967,543080,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulforegulaceae,Desulforegula,Desulforegula,1,10,n
DQ386180,218296,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,unknown genus,Desulfobacteraceae,1,10,n
LC000752,1545903,Eukaryota,Annelida,Clitellata,Tubificida,Naididae,Olavius,Olavius,1,1,n
AB294926,218296,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,unknown genus,Desulfobacteraceae,2,10,n
AF029047,70726,Bacteria,unknown phylum,unknown class,unknown order,unknown family,unknown genus,benzene mineralizing consortium,1,393,n
MG802418,169962,Bacteria,Thermodesulfobacteriota,Desulfomonilia,Desulfomonilales,Desulfomonilaceae,Desulfomonile,Desulfomonile,1,5,n
KP731363,169962,Bacteria,Thermodesulfobacteriota,Desulfomonilia,Desulfomonilales,Desulfomonilaceae,Desulfomonile,Desulfomonile,2,5,n
KT424319,153939,Bacteria,unknown phylum,unknown class,unknown order,unknown family,unknown genus,sulfatereducing,1,393,n
AB983693,1544504,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Desulfosarcina,Desulfosarcina,1,10,n
MW274472,169962,Bacteria,Thermodesulfobacteriota,Desulfomonilia,Desulfomonilales,Desulfomonilaceae,Desulfomonile,Desulfomonile,3,5,n
JF733414,293303,Bacteria,Thermodesulfobacteriota,Syntrophia,Syntrophales,Syntrophaceae,unknown genus,Syntrophaceae,1,2,n
DQ831551,218289,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Desulfosarcina,Desulfosarcina,2,10,n
MG740844,293303,Bacteria,Thermodesulfobacteriota,Syntrophia,Syntrophales,Syntrophaceae,unknown genus,Syntrophaceae,2,2,n
KT336072,157176,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,Nitrospira,2,2,n
AB983692,1544500,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfococcaceae,Desulfonema,Desulfonema,1,10,n
AB983691,1544499,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfococcaceae,Desulfonema,Desulfonema,2,10,n
CP061800,45655,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfococcaceae,Desulfonema,Desulfonema magnum,1,10,n
NR_074118,706587,Bacteria,Thermodesulfobacteriota,Desulfomonilia,Desulfomonilales,Desulfomonilaceae,Desulfomonile,Desulfomonile tiedjei,1,5,n
CP003360,706587,Bacteria,Thermodesulfobacteriota,Desulfomonilia,Desulfomonilales,Desulfomonilaceae,Desulfomonile,Desulfomonile tiedjei,2,5,n
CP013401,488729,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia metallica,1,412,n
CP028339,44139,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera,Thauera aromatica,1,412,n
CP016442,95485,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia stabilis,1,412,n
CP013398,488731,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia seminalis,1,412,n
CP011072,198107,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,Azoarcus,1,412,n
CP066769,179879,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia anthina,1,412,n
CP000958,406425,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia orbicola,1,412,n
CP040017,864828,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,Pseudoduganella umbonata,1,412,n
CP013386,1385591,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia mayonis,1,412,n
CP038026,321984,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,Pseudoduganella plicata,1,412,n
CP013446,101571,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia ubonensis,1,412,n
CP013236,279113,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,Collimonas pratensis,1,412,n
CP020737,265293,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia ubonensis submesacidophila,1,412,n
CP013358,441162,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia oklahomensis,1,412,n
CP019936,1978339,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,unknown genus,Chromatiaceae,1,653,n
LR595898,28450,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,1,412,n
CP010349,13373,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia mallei,1,412,n
CP014646,1134435,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera,Thauera humireducens,1,412,n
CP009899,331978,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei Pasteur,1,412,n
CP059264,1917218,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Azonexaceae,Dechloromonas,Dechloromonas,1,412,n
CP001043,391038,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia phymatum,1,412,n
CP017561,754502,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sprentiae,1,412,n
CP035311,2497863,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,Janthinobacterium,1,412,n
CP016210,418699,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,Azoarcus olearius,1,412,n
CP040429,40324,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,1,653,n
CP029331,2184083,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Pseudothauera,Pseudothauera hydrothermalis,1,412,n
CP028425,2080469,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,unknown genus,Zoogloeaceae bacteirum,1,412,n
CP020026,1898103,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,unknown genus,Rhodocyclaceae,1,412,n
AP019783,1760988,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomagnum,Methylomagnum ishizawai,1,653,n
AP018724,1972068,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Thioalkalispiraceae,Sulfurivermis,Sulfurivermis fontis,1,653,n
CP039611,652,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas schubertii,1,653,n
CP034338,2894079,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas oryziphila,1,653,n
CP017483,1904944,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas,1,653,n
CU207211,204773,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herminiimonas,Herminiimonas arsenicoxydans,1,412,n
CP018420,76761,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas veronii,1,653,n
LT671418,1809410,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herminiimonas,Herminiimonas arsenitoxidans,1,412,n
CP035952,2518644,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas tructae,1,653,n
CP013913,47917,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia fonticola,1,653,n
CP031606,253237,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas ph,1,653,n
LK391695,301,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas oleovorans,1,653,n
CP039690,1940610,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phreatobacteraceae,Phreatobacter,Phreatobacter stygius,1,272,n
CP036419,1063,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Cereibacter,Cereibacter sphaeroides,1,272,n
CP034767,2499144,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia,Devosia,1,272,n
CP070368,2812658,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,Paracoccus methylovorus,1,272,n
CP102780,2508289,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea commovens,1,412,n
CP011253,573737,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea oxalativorans,1,412,n
CP013419,1637837,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia savannae,1,412,n
CP009962,279058,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,Collimonas arenae,1,412,n
CP017668,1906741,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Jeongeupia,Jeongeupia,1,412,n
CP000774,402881,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Parvibaculaceae,Parvibaculum,Parvibaculum lavamentivorans,1,272,n
FR832889,890382,Eukaryota,Oomycota,unknown class,Albuginales,Albuginaceae,Albugo,Albugo laibachii,1,393,n
