verbatim_species,accepted_name_usage,taxonomic_status,species,subspecies,taxon_rank,class,order,family,genus,is_marine,is_brackish,is_freshwater,speciesid,taxon_id,bold_id,ncbi_id,region
Pholis ornata,Pholis ornata,accepted,Pholis ornata,NA,species,Actinopteri,Perciformes,Pholidae,Pholis,TRUE,FALSE,FALSE,273692,273692,125502,283028,Northern California
Bathyraja trachura,Bathyraja trachura,accepted,Bathyraja trachura,NA,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,271538,271538,33943,341251,Northern California
Lampetra ayresii,Lampetra ayresii,accepted,Lampetra ayresii,NA,species,Petromyzonti,Petromyzontiformes,Petromyzontidae,Lampetra,TRUE,TRUE,TRUE,271316,271316,54220,104631,Northern California
Beringraja rhina,Beringraja rhina,accepted,Beringraja rhina,NA,species,Elasmobranchii,Rajiformes,Rajidae,Beringraja,TRUE,FALSE,FALSE,1461133,1461133,NA,NA,Northern California
Sebastes aurora,Sebastes aurora,accepted,Sebastes aurora,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274774,274774,33926,72058,Northern California
Phanerodon furcatus,Phanerodon furcatus,accepted,Phanerodon furcatus,NA,species,Actinopteri,Ovalentaria incertae sedis,Embiotocidae,Phanerodon,TRUE,FALSE,FALSE,240730,240730,140354,100200,Northern California
Mustelus henlei,Mustelus henlei,accepted,Mustelus henlei,NA,species,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,TRUE,FALSE,FALSE,271386,271386,92273,376658,Northern California
Ilypnus gilberti,Ilypnus gilberti,accepted,Ilypnus gilberti,NA,species,Actinopteri,Gobiiformes,Gobiidae,Ilypnus,TRUE,FALSE,FALSE,281174,281174,758038,185744,Northern California
Symphurus atricauda,Symphurus atricauda,accepted,Symphurus atricauda,NA,species,Actinopteri,Pleuronectiformes,Cynoglossidae,Symphurus,TRUE,FALSE,FALSE,305635,305635,750773,NA,Northern California
Argyropelecus lychnus,Argyropelecus lychnus,accepted,Argyropelecus lychnus,NA,species,Actinopteri,Stomiiformes,Sternoptychidae,Argyropelecus,TRUE,FALSE,FALSE,158836,158836,89103,875771,Northern California
Lampanyctus regalis,Lampanyctus regalis,accepted,Lampanyctus regalis,NA,species,Actinopteri,Myctophiformes,Myctophidae,Lampanyctus,TRUE,FALSE,FALSE,301545,301545,NA,91654,Northern California
Myliobatis californica,Myliobatis californica,accepted,Myliobatis californica,NA,species,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,TRUE,FALSE,FALSE,271485,271485,125487,319543,Northern California
Lycodes pacificus,Lycodes pacificus,accepted,Lycodes pacificus,NA,species,Actinopteri,Perciformes,Zoarcidae,Lycodes,TRUE,FALSE,FALSE,274116,274116,11376,1772091,Northern California
Salmo trutta,Salmo trutta,accepted,Salmo trutta,NA,species,Actinopteri,Salmoniformes,Salmonidae,Salmo,TRUE,TRUE,TRUE,127187,127187,47318,8032,Northern California
Eptatretus stoutii,Eptatretus stoutii,accepted,Eptatretus stoutii,NA,species,Myxini,Myxiniformes,Myxinidae,Eptatretus,TRUE,FALSE,FALSE,279298,279298,60117,7765,Northern California
Rhinogobiops nicholsii,Rhinogobiops nicholsii,accepted,Rhinogobiops nicholsii,NA,species,Actinopteri,Gobiiformes,Gobiidae,Rhinogobiops,TRUE,FALSE,FALSE,282580,282580,125449,151723,Northern California
Hypomesus pretiosus,Hypomesus pretiosus,accepted,Hypomesus pretiosus,NA,species,Actinopteri,Osmeriformes,Osmeridae,Hypomesus,TRUE,TRUE,FALSE,279422,279422,125619,300346,Northern California
Aristostomias scintillans,Aristostomias scintillans,accepted,Aristostomias scintillans,NA,species,Actinopteri,Stomiiformes,Stomiidae,Aristostomias,TRUE,FALSE,FALSE,275007,275007,34006,319440,Northern California
Diogenichthys atlanticus,Diogenichthys atlanticus,accepted,Diogenichthys atlanticus,NA,species,Actinopteri,Myctophiformes,Myctophidae,Diogenichthys,TRUE,FALSE,FALSE,126599,126599,263446,123333,Northern California
Sebastes melanostomus,Sebastes melanostomus,accepted,Sebastes melanostomus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274819,274819,140830,72086,Northern California
Liparis fucensis,Liparis fucensis,accepted,Liparis fucensis,NA,species,Actinopteri,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,274515,274515,125626,433401,Northern California
Sebastolobus altivelis,Sebastolobus altivelis,accepted,Sebastolobus altivelis,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastolobus,TRUE,FALSE,FALSE,282741,282741,33887,8110,Northern California
Hydrolagus colliei,Hydrolagus colliei,accepted,Hydrolagus colliei,NA,species,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus,TRUE,FALSE,FALSE,271406,271406,33914,7873,Northern California
Bathyraja interrupta,Bathyraja interrupta,accepted,Bathyraja interrupta,NA,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,271515,271515,33927,341244,Northern California
Liparis mucosus,Liparis mucosus,accepted,Liparis mucosus,NA,species,Actinopteri,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,274527,274527,76464,274786,Northern California
Sebastes elongatus,Sebastes elongatus,accepted,Sebastes elongatus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274788,274788,10708,72070,Northern California
Lycodes diapterus,Lycodes diapterus,accepted,Lycodes diapterus,NA,species,Actinopteri,Perciformes,Zoarcidae,Lycodes,TRUE,FALSE,FALSE,254597,254597,11378,215426,Northern California
Melamphaes lugubris,Melamphaes lugubris,accepted,Melamphaes lugubris,NA,species,Actinopteri,Beryciformes,Melamphaidae,Melamphaes,TRUE,FALSE,FALSE,274932,274932,33946,319444,Northern California
Cyclothone pseudopallida,Cyclothone pseudopallida,accepted,Cyclothone pseudopallida,NA,species,Actinopteri,Stomiiformes,Gonostomatidae,Cyclothone,TRUE,FALSE,FALSE,127289,127289,76496,48451,Northern California
Alosa sapidissima,Alosa sapidissima,accepted,Alosa sapidissima,NA,species,Actinopteri,Clupeiformes,Clupeidae,Alosa,TRUE,TRUE,TRUE,158670,158670,13393,34773,Northern California
Xeneretmus latifrons,Xeneretmus latifrons,accepted,Xeneretmus latifrons,NA,species,Actinopteri,Perciformes,Agonidae,Xeneretmus,TRUE,FALSE,FALSE,283171,283171,33909,274780,Northern California
Apristurus kampae,Apristurus kampae,accepted,Apristurus kampae,NA,species,Elasmobranchii,Carcharhiniformes,Pentanchidae,Apristurus,TRUE,FALSE,FALSE,271342,271342,92271,263691,Northern California
Artedius corallinus,Artedius corallinus,accepted,Artedius corallinus,NA,species,Actinopteri,Perciformes,Cottidae,Artedius,TRUE,FALSE,FALSE,279699,279699,76452,283624,Northern California
Spirinchus starksi,Spirinchus starksi,accepted,Spirinchus starksi,NA,species,Actinopteri,Osmeriformes,Osmeridae,Spirinchus,TRUE,FALSE,FALSE,282843,282843,47320,443727,Northern California
Benthalbella dentata,Benthalbella dentata,accepted,Benthalbella dentata,NA,species,Actinopteri,Aulopiformes,Scopelarchidae,Benthalbella,TRUE,FALSE,FALSE,254572,254572,NA,433385,Northern California
Odontopyxis trispinosa,Odontopyxis trispinosa,accepted,Odontopyxis trispinosa,NA,species,Actinopteri,Perciformes,Agonidae,Odontopyxis,TRUE,FALSE,FALSE,281836,281836,10690,320620,Northern California
Careproctus longifilis,Careproctus longifilis,accepted,Careproctus longifilis,NA,species,Actinopteri,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,274437,274437,NA,NA,Northern California
Sebastes chlorostictus,Sebastes chlorostictus,accepted,Sebastes chlorostictus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274781,274781,140836,72064,Northern California
Allosmerus elongatus,Allosmerus elongatus,accepted,Allosmerus elongatus,NA,species,Actinopteri,Osmeriformes,Osmeridae,Allosmerus,TRUE,FALSE,FALSE,279564,279564,10694,433393,Northern California
Prionace glauca,Prionace glauca,accepted,Prionace glauca,NA,species,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,TRUE,TRUE,FALSE,105801,105801,12783,7815,Northern California
Sebastes rosaceus,Sebastes rosaceus,accepted,Sebastes rosaceus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274841,274841,140738,72096,Northern California
Acipenser transmontanus,Acipenser transmontanus,accepted,Acipenser transmontanus,NA,species,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,TRUE,TRUE,TRUE,238345,238345,30344,7904,Northern California
Paraliparis dactylosus,Paraliparis dactylosus,accepted,Paraliparis dactylosus,NA,species,Actinopteri,Perciformes,Liparidae,Paraliparis,TRUE,FALSE,FALSE,274568,274568,78141,557357,Northern California
Ammodytes hexapterus,Ammodytes hexapterus,accepted,Ammodytes hexapterus,NA,species,Actinopteri,Perciformes,Ammodytidae,Ammodytes,TRUE,TRUE,FALSE,254510,254510,101085,476914,Northern California
Nezumia stelgidolepis,Nezumia stelgidolepis,accepted,Nezumia stelgidolepis,NA,species,Actinopteri,Gadiformes,Macrouridae,Nezumia,TRUE,FALSE,FALSE,272428,272428,160590,1154598,Northern California
Zalembius rosaceus,Zalembius rosaceus,accepted,Zalembius rosaceus,NA,species,Actinopteri,Ovalentaria incertae sedis,Embiotocidae,Zalembius,TRUE,FALSE,FALSE,283202,283202,140361,100204,Northern California
Galeorhinus galeus,Galeorhinus galeus,accepted,Galeorhinus galeus,NA,species,Elasmobranchii,Carcharhiniformes,Triakidae,Galeorhinus,TRUE,FALSE,FALSE,105820,105820,12791,86063,Northern California
Clinocottus acuticeps,Clinocottus acuticeps,accepted,Clinocottus acuticeps,NA,species,Actinopteri,Perciformes,Cottidae,Clinocottus,TRUE,TRUE,TRUE,280218,280218,125646,459045,Northern California
Zaniolepis latipinnis,Zaniolepis latipinnis,accepted,Zaniolepis latipinnis,NA,species,Actinopteri,Perciformes,Hexagrammidae,Zaniolepis,TRUE,FALSE,FALSE,283209,283209,140736,283621,Northern California
Spectrunculus grandis,Spectrunculus grandis,accepted,Spectrunculus grandis,NA,species,Actinopteri,Ophidiiformes,Ophidiidae,Spectrunculus,TRUE,FALSE,FALSE,126678,126678,53025,557426,Northern California
Bothrocara brunneum,Bothrocara brunneum,accepted,Bothrocara brunneum,NA,species,Actinopteri,Perciformes,Zoarcidae,Bothrocara,TRUE,FALSE,FALSE,279397,279397,33942,557338,Northern California
Chirolophis nugator,Chirolophis nugator,accepted,Chirolophis nugator,NA,species,Actinopteri,Perciformes,Stichaeidae,Chirolophis,TRUE,FALSE,FALSE,254577,254577,125612,433395,Northern California
Cyclothone atraria,Cyclothone atraria,accepted,Cyclothone atraria,NA,species,Actinopteri,Stomiiformes,Gonostomatidae,Cyclothone,TRUE,FALSE,FALSE,274943,274943,34009,48443,Northern California
Sebastolobus alascanus,Sebastolobus alascanus,accepted,Sebastolobus alascanus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastolobus,TRUE,FALSE,FALSE,282740,282740,10767,72110,Northern California
Hemilepidotus hemilepidotus,Hemilepidotus hemilepidotus,accepted,Hemilepidotus hemilepidotus,NA,species,Actinopteri,Perciformes,Cottidae,Hemilepidotus,TRUE,FALSE,FALSE,254521,254521,125589,433390,Northern California
Ernogrammus walkeri,Ernogrammus walkeri,accepted,Ernogrammus walkeri,NA,species,Actinopteri,Perciformes,Stichaeidae,Ernogrammus,TRUE,FALSE,FALSE,280706,280706,NA,NA,Northern California
Eopsetta jordani,Eopsetta jordani,accepted,Eopsetta jordani,NA,species,Actinopteri,Pleuronectiformes,Pleuronectidae,Eopsetta,TRUE,FALSE,FALSE,280690,280690,11822,195609,Northern California
Hyperprosopon anale,Hyperprosopon anale,accepted,Hyperprosopon anale,NA,species,Actinopteri,Ovalentaria incertae sedis,Embiotocidae,Hyperprosopon,TRUE,FALSE,FALSE,281097,281097,76476,305783,Northern California
Elassodiscus caudatus,Elassodiscus caudatus,accepted,Elassodiscus caudatus,NA,species,Actinopteri,Perciformes,Liparidae,Elassodiscus,TRUE,FALSE,FALSE,280629,280629,125651,446812,Northern California
Phytichthys chirus,Phytichthys chirus,accepted,Phytichthys chirus,NA,species,Actinopteri,Perciformes,Stichaeidae,Phytichthys,TRUE,FALSE,FALSE,282255,282255,NA,1738904,Northern California
Oncorhynchus kisutch,Oncorhynchus kisutch,accepted,Oncorhynchus kisutch,NA,species,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,TRUE,TRUE,TRUE,127184,127184,23772,8019,Northern California
Sebastes zacentrus,Sebastes zacentrus,accepted,Sebastes zacentrus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274869,274869,10784,72108,Northern California
Scomber japonicus,Scomber japonicus,accepted,Scomber japonicus,NA,species,Actinopteri,Scombriformes,Scombridae,Scomber,TRUE,FALSE,FALSE,127022,127022,11602,13676,Northern California
Stellerina xyosterna,Stellerina xyosterna,accepted,Stellerina xyosterna,NA,species,Actinopteri,Perciformes,Agonidae,Stellerina,TRUE,FALSE,FALSE,254366,254366,71898,283639,Northern California
Lycodapus dermatinus,Lycodapus dermatinus,accepted,Lycodapus dermatinus,NA,species,Actinopteri,Perciformes,Zoarcidae,Lycodapus,TRUE,FALSE,FALSE,279387,279387,NA,NA,Northern California
Icosteus aenigmaticus,Icosteus aenigmaticus,accepted,Icosteus aenigmaticus,NA,species,Actinopteri,Scombriformes,Icosteidae,Icosteus,TRUE,FALSE,FALSE,281153,281153,125452,215386,Northern California
Lyconema barbatum,Lyconema barbatum,accepted,Lyconema barbatum,NA,species,Actinopteri,Perciformes,Zoarcidae,Lyconema,TRUE,FALSE,FALSE,281449,281449,125565,320593,Northern California
Poromitra crassiceps,Poromitra crassiceps,accepted,Poromitra crassiceps,NA,species,Actinopteri,Beryciformes,Melamphaidae,Poromitra,TRUE,FALSE,FALSE,127273,127273,34228,88708,Northern California
Hyperprosopon ellipticum,Hyperprosopon ellipticum,accepted,Hyperprosopon ellipticum,NA,species,Actinopteri,Ovalentaria incertae sedis,Embiotocidae,Hyperprosopon,TRUE,FALSE,FALSE,281099,281099,NA,1045556,Northern California
Pleuronichthys verticalis,Pleuronichthys verticalis,accepted,Pleuronichthys verticalis,NA,species,Actinopteri,Pleuronectiformes,Pleuronectidae,Pleuronichthys,TRUE,FALSE,FALSE,282295,282295,125509,195635,Northern California
Microstoma microstoma,Microstoma microstoma,accepted,Microstoma microstoma,NA,species,Actinopteri,Argentiniformes,Microstomatidae,Microstoma,TRUE,FALSE,FALSE,126724,126724,573829,880961,Northern California
Nannobrachium regale,Nannobrachium regale,accepted,Nannobrachium regale,NA,species,Actinopteri,Myctophiformes,Myctophidae,Nannobrachium,TRUE,FALSE,FALSE,275869,275869,34559,91654,Northern California
Brosmophycis marginata,Brosmophycis marginata,accepted,Brosmophycis marginata,NA,species,Actinopteri,Ophidiiformes,Bythitidae,Brosmophycis,TRUE,FALSE,FALSE,280000,280000,79413,334377,Northern California
Lipariscus nanus,Lipariscus nanus,accepted,Lipariscus nanus,NA,species,Actinopteri,Perciformes,Liparidae,Lipariscus,TRUE,FALSE,FALSE,281365,281365,125657,557405,Northern California
Eptatretus deani,Eptatretus deani,accepted,Eptatretus deani,NA,species,Myxini,Myxiniformes,Myxinidae,Eptatretus,TRUE,FALSE,FALSE,279277,279277,33925,418109,Northern California
Chitonotus pugetensis,Chitonotus pugetensis,accepted,Chitonotus pugetensis,NA,species,Actinopteri,Perciformes,Cottidae,Chitonotus,TRUE,FALSE,FALSE,280162,280162,33905,283635,Northern California
Rimicola muscarum,Rimicola muscarum,accepted,Rimicola muscarum,NA,species,Actinopteri,Gobiesociformes,Gobiesocidae,Rimicola,TRUE,FALSE,FALSE,282617,282617,99728,557417,Northern California
Ameiurus catus,Ameiurus catus,accepted,Ameiurus catus,NA,species,Actinopteri,Siluriformes,Ictaluridae,Ameiurus,FALSE,TRUE,TRUE,1023048,1023048,30847,66911,Northern California
Pholis schultzi,Pholis schultzi,accepted,Pholis schultzi,NA,species,Actinopteri,Perciformes,Pholidae,Pholis,TRUE,FALSE,FALSE,273693,273693,NA,NA,Northern California
Lycodapus fierasfer,Lycodapus fierasfer,accepted,Lycodapus fierasfer,NA,species,Actinopteri,Perciformes,Zoarcidae,Lycodapus,TRUE,FALSE,FALSE,279389,279389,33962,433411,Northern California
Cyclothone pallida,Cyclothone pallida,accepted,Cyclothone pallida,NA,species,Actinopteri,Stomiiformes,Gonostomatidae,Cyclothone,TRUE,FALSE,FALSE,127288,127288,59443,48449,Northern California
Bathyraja abyssicola,Bathyraja abyssicola,accepted,Bathyraja abyssicola,NA,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,271503,271503,33966,341242,Northern California
Clinocottus embryum,Clinocottus embryum,accepted,Clinocottus embryum,NA,species,Actinopteri,Perciformes,Cottidae,Clinocottus,TRUE,FALSE,FALSE,280220,280220,125647,459046,Northern California
Bathyraja kincaidii,Bathyraja kincaidii,accepted,Bathyraja kincaidii,NA,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,298828,298828,681603,1154593,Northern California
Cataetyx rubrirostris,Cataetyx rubrirostris,accepted,Cataetyx rubrirostris,NA,species,Actinopteri,Ophidiiformes,Bythitidae,Cataetyx,TRUE,FALSE,FALSE,272767,272767,30331,181404,Northern California
Lycenchelys crotalinus,Lycenchelys crotalinus,accepted,Lycenchelys crotalinus,NA,species,Actinopteri,Perciformes,Zoarcidae,Lycenchelys,TRUE,FALSE,FALSE,254592,254592,33889,320591,Northern California
Salvelinus fontinalis,Salvelinus fontinalis,accepted,Salvelinus fontinalis,NA,species,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,TRUE,TRUE,TRUE,154241,154241,10563,8038,Northern California
Stomias atriventer,Stomias atriventer,accepted,Stomias atriventer,NA,species,Actinopteri,Stomiiformes,Stomiidae,Stomias,TRUE,FALSE,FALSE,275178,275178,125549,320411,Northern California
Aulorhynchus flavidus,Aulorhynchus flavidus,accepted,Aulorhynchus flavidus,NA,species,Actinopteri,Perciformes,Aulorhynchidae,Aulorhynchus,TRUE,FALSE,FALSE,279839,279839,99726,240152,Northern California
Carassius auratus,Carassius auratus,accepted,Carassius auratus,NA,species,Actinopteri,Cypriniformes,Cyprinidae,Carassius,FALSE,TRUE,TRUE,154298,154298,10846,7957,Northern California
Nezumia liolepis,Nezumia liolepis,accepted,Nezumia liolepis,NA,species,Actinopteri,Gadiformes,Macrouridae,Nezumia,TRUE,FALSE,FALSE,272416,272416,125595,630687,Northern California
Psychrolutes phrictus,Psychrolutes phrictus,accepted,Psychrolutes phrictus,NA,species,Actinopteri,Perciformes,Psychrolutidae,Psychrolutes,TRUE,FALSE,FALSE,274678,274678,59163,320385,Northern California
Jordania zonope,Jordania zonope,accepted,Jordania zonope,NA,species,Actinopteri,Perciformes,Cottidae,Jordania,TRUE,FALSE,FALSE,398459,398459,NA,274764,Northern California
Scopelogadus bispinosus,Scopelogadus bispinosus,accepted,Scopelogadus bispinosus,NA,species,Actinopteri,Beryciformes,Melamphaidae,Scopelogadus,TRUE,FALSE,FALSE,306621,306621,151697,319445,Northern California
Scytalina cerdale,Scytalina cerdale,accepted,Scytalina cerdale,NA,species,Actinopteri,Perciformes,Scytalinidae,Scytalina,TRUE,FALSE,FALSE,254370,254370,NA,NA,Northern California
Nautichthys oculofasciatus,Nautichthys oculofasciatus,accepted,Nautichthys oculofasciatus,NA,species,NA,Scorpaeniformes,Hemitripteridae,Nautichthys,TRUE,FALSE,FALSE,254542,254542,99713,428032,Northern California
Rathbunella alleni,Rathbunella alleni,accepted,Rathbunella alleni,NA,species,Actinopteri,Perciformes,Bathymasteridae,Rathbunella,TRUE,FALSE,FALSE,282555,282555,NA,NA,Northern California
Gibbonsia elegans,Gibbonsia elegans,accepted,Gibbonsia elegans,NA,species,Actinopteri,Blenniiformes,Clinidae,Gibbonsia,TRUE,FALSE,FALSE,280833,280833,76447,57801,Northern California
