region,gbifIDs,approximate_match,number_matches,kingdom,phylum,class,order,family,genus,species
North American Pacific Fijordland,2405562,FALSE,1,Animalia,Chordata,NA,Myctophiformes,Neoscopelidae,Scopelengys,Scopelengys tristis
Gulf of Alaska,2405562,FALSE,1,Animalia,Chordata,NA,Myctophiformes,Neoscopelidae,Scopelengys,Scopelengys tristis
Southern California Bight,2405562,FALSE,1,Animalia,Chordata,NA,Myctophiformes,Neoscopelidae,Scopelengys,Scopelengys tristis
"Oregon, Washington, Vancouver Coast and Shelf",2405562,FALSE,1,Animalia,Chordata,NA,Myctophiformes,Neoscopelidae,Scopelengys,Scopelengys tristis
Northern California,2405562,FALSE,1,Animalia,Chordata,NA,Myctophiformes,Neoscopelidae,Scopelengys,Scopelengys tristis
North Central Pacific Gyre,2410343,FALSE,1,Animalia,Chordata,NA,Stephanoberyciformes,Melamphaidae,Scopeloberyx,Scopeloberyx malayanus
North Pacific Transitional,2410343,FALSE,1,Animalia,Chordata,NA,Stephanoberyciformes,Melamphaidae,Scopeloberyx,Scopeloberyx malayanus
California Current,2410352,FALSE,1,Animalia,Chordata,NA,Stephanoberyciformes,Melamphaidae,Scopeloberyx,Scopeloberyx microlepis
North Pacific Transitional,2410350,FALSE,1,Animalia,Chordata,NA,Stephanoberyciformes,Melamphaidae,Scopeloberyx,Scopeloberyx opisthopterus
North Central Pacific Gyre,2410350,FALSE,1,Animalia,Chordata,NA,Stephanoberyciformes,Melamphaidae,Scopeloberyx,Scopeloberyx opisthopterus
Southern California Bight,2410350,FALSE,1,Animalia,Chordata,NA,Stephanoberyciformes,Melamphaidae,Scopeloberyx,Scopeloberyx opisthopterus
Northern California,2410350,FALSE,1,Animalia,Chordata,NA,Stephanoberyciformes,Melamphaidae,Scopeloberyx,Scopeloberyx opisthopterus
Gulf of Alaska,2410350,FALSE,1,Animalia,Chordata,NA,Stephanoberyciformes,Melamphaidae,Scopeloberyx,Scopeloberyx opisthopterus
California Current,2410350,FALSE,1,Animalia,Chordata,NA,Stephanoberyciformes,Melamphaidae,Scopeloberyx,Scopeloberyx opisthopterus
Subarctic Pacific,2410350,FALSE,1,Animalia,Chordata,NA,Stephanoberyciformes,Melamphaidae,Scopeloberyx,Scopeloberyx opisthopterus
North Pacific Transitional,2410349,FALSE,1,Animalia,Chordata,NA,Stephanoberyciformes,Melamphaidae,Scopeloberyx,Scopeloberyx pequenoi
North Central Pacific Gyre,2410349,FALSE,1,Animalia,Chordata,NA,Stephanoberyciformes,Melamphaidae,Scopeloberyx,Scopeloberyx pequenoi
North Pacific Transitional,2410334,FALSE,1,Animalia,Chordata,NA,Stephanoberyciformes,Melamphaidae,Scopeloberyx,Scopeloberyx robustus
Aleutian Islands,2410334,FALSE,1,Animalia,Chordata,NA,Stephanoberyciformes,Melamphaidae,Scopeloberyx,Scopeloberyx robustus
California Current,2410334,FALSE,1,Animalia,Chordata,NA,Stephanoberyciformes,Melamphaidae,Scopeloberyx,Scopeloberyx robustus
North Central Pacific Gyre,2410334,FALSE,1,Animalia,Chordata,NA,Stephanoberyciformes,Melamphaidae,Scopeloberyx,Scopeloberyx robustus
Northern California,2410334,FALSE,1,Animalia,Chordata,NA,Stephanoberyciformes,Melamphaidae,Scopeloberyx,Scopeloberyx robustus
Southern California Bight,2410334,FALSE,1,Animalia,Chordata,NA,Stephanoberyciformes,Melamphaidae,Scopeloberyx,Scopeloberyx robustus
"Oregon, Washington, Vancouver Coast and Shelf",2410334,FALSE,1,Animalia,Chordata,NA,Stephanoberyciformes,Melamphaidae,Scopeloberyx,Scopeloberyx robustus
North Central Pacific Gyre,2410342,FALSE,1,Animalia,Chordata,NA,Stephanoberyciformes,Melamphaidae,Scopeloberyx,Scopeloberyx rossicus
North Central Pacific Gyre,4284349,FALSE,2,Animalia,Chordata,NA,Stephanoberyciformes,Melamphaidae,Scopelogadus,Scopelogadus bispinosus
North Pacific Transitional,4284349,FALSE,2,Animalia,Chordata,NA,Stephanoberyciformes,Melamphaidae,Scopelogadus,Scopelogadus bispinosus
California Current,4284349,FALSE,2,Animalia,Chordata,NA,Stephanoberyciformes,Melamphaidae,Scopelogadus,Scopelogadus bispinosus
Southern California Bight,4284349,FALSE,2,Animalia,Chordata,NA,Stephanoberyciformes,Melamphaidae,Scopelogadus,Scopelogadus bispinosus
Northern California,4284349,FALSE,2,Animalia,Chordata,NA,Stephanoberyciformes,Melamphaidae,Scopelogadus,Scopelogadus bispinosus
California Current,4284347,FALSE,1,Animalia,Chordata,NA,Stephanoberyciformes,Melamphaidae,Scopelogadus,Scopelogadus mizolepis
Southern California Bight,4284347,FALSE,1,Animalia,Chordata,NA,Stephanoberyciformes,Melamphaidae,Scopelogadus,Scopelogadus mizolepis
Northern California,4284347,FALSE,1,Animalia,Chordata,NA,Stephanoberyciformes,Melamphaidae,Scopelogadus,Scopelogadus mizolepis
North Central Pacific Gyre,4284347,FALSE,1,Animalia,Chordata,NA,Stephanoberyciformes,Melamphaidae,Scopelogadus,Scopelogadus mizolepis
North Pacific Transitional,4284347,FALSE,1,Animalia,Chordata,NA,Stephanoberyciformes,Melamphaidae,Scopelogadus,Scopelogadus mizolepis
California Current,2401070,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Notosudidae,Scopelosaurus,Scopelosaurus adleri
North American Pacific Fijordland,2401070,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Notosudidae,Scopelosaurus,Scopelosaurus adleri
Gulf of Alaska,2401070,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Notosudidae,Scopelosaurus,Scopelosaurus adleri
Subarctic Pacific,2401070,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Notosudidae,Scopelosaurus,Scopelosaurus adleri
Aleutian Islands,2401070,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Notosudidae,Scopelosaurus,Scopelosaurus adleri
"Oregon, Washington, Vancouver Coast and Shelf",2401070,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Notosudidae,Scopelosaurus,Scopelosaurus adleri
Northern California,2401070,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Notosudidae,Scopelosaurus,Scopelosaurus adleri
"Oregon, Washington, Vancouver Coast and Shelf",2401063,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Notosudidae,Scopelosaurus,Scopelosaurus harryi
Northern California,2401063,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Notosudidae,Scopelosaurus,Scopelosaurus harryi
North American Pacific Fijordland,2401063,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Notosudidae,Scopelosaurus,Scopelosaurus harryi
North Central Pacific Gyre,2401063,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Notosudidae,Scopelosaurus,Scopelosaurus harryi
Aleutian Islands,2401063,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Notosudidae,Scopelosaurus,Scopelosaurus harryi
North Pacific Transitional,2401063,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Notosudidae,Scopelosaurus,Scopelosaurus harryi
Gulf of Alaska,2401063,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Notosudidae,Scopelosaurus,Scopelosaurus harryi
California Current,2401063,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Notosudidae,Scopelosaurus,Scopelosaurus harryi
Southern California Bight,2401063,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Notosudidae,Scopelosaurus,Scopelosaurus harryi
Subarctic Pacific,2401063,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Notosudidae,Scopelosaurus,Scopelosaurus harryi
North Central Pacific Gyre,2401054,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Notosudidae,Scopelosaurus,Scopelosaurus hoedti
North Central Pacific Gyre,2401051,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Notosudidae,Scopelosaurus,Scopelosaurus smithii
North Central Pacific Gyre,2334563,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Scorpaenidae,Scorpaena,Scorpaena colorata
Northern California,2334627,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Scorpaenidae,Scorpaena,Scorpaena guttata
Southern California Bight,2334627,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Scorpaenidae,Scorpaena,Scorpaena guttata
California Current,2334627,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Scorpaenidae,Scorpaena,Scorpaena guttata
California Current,2334583,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Scorpaenidae,Scorpaena,Scorpaena mystes
Southern California Bight,2334583,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Scorpaenidae,Scorpaena,Scorpaena mystes
North Central Pacific Gyre,2334638,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Scorpaenidae,Scorpaena,Scorpaena onaria
North Central Pacific Gyre,2334599,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Scorpaenidae,Scorpaena,Scorpaena pele
Southern California Bight,2334560,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Scorpaenidae,Scorpaena,Scorpaena plumieri
California Current,2334560,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Scorpaenidae,Scorpaena,Scorpaena plumieri
California Current,2334582,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Scorpaenidae,Scorpaena,Scorpaena sonorae
Gulf of Alaska,5201222,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus
Northern California,5201222,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus
Southern California Bight,5201222,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus
"Oregon, Washington, Vancouver Coast and Shelf",5201222,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus
Puget Trough/Georgia Basin,5201222,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus
North American Pacific Fijordland,5201222,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus
California Current,5201222,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus
Subarctic Pacific,5201222,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus
North Central Pacific Gyre,5962231,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Scorpaenidae,Scorpaenodes,Scorpaenodes evides
North Central Pacific Gyre,2334382,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Scorpaenidae,Scorpaenodes,Scorpaenodes guamensis
North Central Pacific Gyre,2334362,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Scorpaenidae,Scorpaenodes,Scorpaenodes kelloggi
North Central Pacific Gyre,2334387,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Scorpaenidae,Scorpaenodes,Scorpaenodes parvipinnis
Southern California Bight,2334410,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Scorpaenidae,Scorpaenodes,Scorpaenodes xyris
California Current,2334410,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Scorpaenidae,Scorpaenodes,Scorpaenodes xyris
North Central Pacific Gyre,2334733,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Scorpaenidae,Scorpaenopsis,Scorpaenopsis brevifrons
North Central Pacific Gyre,2334755,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Scorpaenidae,Scorpaenopsis,Scorpaenopsis cacopsis
North Central Pacific Gyre,2334743,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Scorpaenidae,Scorpaenopsis,Scorpaenopsis diabolus
North Central Pacific Gyre,2334724,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Scorpaenidae,Scorpaenopsis,Scorpaenopsis gibbosa
North Central Pacific Gyre,2334767,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Scorpaenidae,Scorpaenopsis,Scorpaenopsis pluralis
North Central Pacific Gyre,5213111,FALSE,1,Animalia,Chordata,NA,Anguilliformes,Muraenidae,Scuticaria,Scuticaria tigrina
Southern California Bight,2404850,FALSE,1,Animalia,Chordata,NA,Anguilliformes,Ophichthidae,Scytalichthys,Scytalichthys miurus
"Oregon, Washington, Vancouver Coast and Shelf",5209930,FALSE,1,Animalia,Chordata,NA,Perciformes,Scytalinidae,Scytalina,Scytalina cerdale
North American Pacific Fijordland,5209930,FALSE,1,Animalia,Chordata,NA,Perciformes,Scytalinidae,Scytalina,Scytalina cerdale
Puget Trough/Georgia Basin,5209930,FALSE,1,Animalia,Chordata,NA,Perciformes,Scytalinidae,Scytalina,Scytalina cerdale
California Current,5209930,FALSE,1,Animalia,Chordata,NA,Perciformes,Scytalinidae,Scytalina,Scytalina cerdale
Gulf of Alaska,5209930,FALSE,1,Animalia,Chordata,NA,Perciformes,Scytalinidae,Scytalina,Scytalina cerdale
Northern California,5209930,FALSE,1,Animalia,Chordata,NA,Perciformes,Scytalinidae,Scytalina,Scytalina cerdale
Subarctic Pacific,5209930,FALSE,1,Animalia,Chordata,NA,Perciformes,Scytalinidae,Scytalina,Scytalina cerdale
North Central Pacific Gyre,5201251,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Scorpaenidae,Sebastapistes,Sebastapistes ballieui
North Central Pacific Gyre,5201252,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Scorpaenidae,Sebastapistes,Sebastapistes coniorta
North Central Pacific Gyre,5201241,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Scorpaenidae,Sebastapistes,Sebastapistes fowleri
North Central Pacific Gyre,5201238,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Scorpaenidae,Sebastapistes,Sebastapistes galactacma
North American Pacific Fijordland,2335422,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes aleutianus
Northern California,2335422,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes aleutianus
Gulf of Alaska,2335422,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes aleutianus
"Oregon, Washington, Vancouver Coast and Shelf",2335422,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes aleutianus
Puget Trough/Georgia Basin,2335422,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes aleutianus
Aleutian Islands,2335422,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes aleutianus
California Current,2335422,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes aleutianus
Subarctic Pacific,2335422,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes aleutianus
California Current,2335557,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes alutus
Subarctic Pacific,2335557,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes alutus
Aleutian Islands,2335557,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes alutus
"Oregon, Washington, Vancouver Coast and Shelf",2335557,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes alutus
Puget Trough/Georgia Basin,2335557,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes alutus
Northern California,2335557,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes alutus
Southern California Bight,2335557,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes alutus
North American Pacific Fijordland,2335557,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes alutus
Gulf of Alaska,2335557,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes alutus
"Oregon, Washington, Vancouver Coast and Shelf",2335410,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes atrovirens
Southern California Bight,2335410,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes atrovirens
Northern California,2335410,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes atrovirens
California Current,2335410,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes atrovirens
Northern California,2335497,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes auriculatus
North American Pacific Fijordland,2335497,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes auriculatus
Puget Trough/Georgia Basin,2335497,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes auriculatus
Subarctic Pacific,2335497,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes auriculatus
California Current,2335497,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes auriculatus
"Oregon, Washington, Vancouver Coast and Shelf",2335497,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes auriculatus
Southern California Bight,2335497,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes auriculatus
California Current,2335398,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes aurora
Aleutian Islands,2335398,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes aurora
"Oregon, Washington, Vancouver Coast and Shelf",2335398,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes aurora
Northern California,2335398,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes aurora
Subarctic Pacific,2335398,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes aurora
Gulf of Alaska,2335398,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes aurora
Southern California Bight,2335398,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes aurora
North American Pacific Fijordland,2335398,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes aurora
Subarctic Pacific,2335374,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes babcocki
Southern California Bight,2335374,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes babcocki
Puget Trough/Georgia Basin,2335374,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes babcocki
California Current,2335374,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes babcocki
"Oregon, Washington, Vancouver Coast and Shelf",2335374,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes babcocki
Gulf of Alaska,2335374,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes babcocki
North American Pacific Fijordland,2335374,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes babcocki
Aleutian Islands,2335374,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes babcocki
Northern California,2335374,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes babcocki
Northern California,2335471,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes borealis
Subarctic Pacific,2335471,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes borealis
Puget Trough/Georgia Basin,2335471,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes borealis
North American Pacific Fijordland,2335471,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes borealis
Aleutian Islands,2335471,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes borealis
Gulf of Alaska,2335471,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes borealis
California Current,2335471,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes borealis
"Oregon, Washington, Vancouver Coast and Shelf",2335471,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes borealis
Southern California Bight,2335560,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes brevispinis
North American Pacific Fijordland,2335560,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes brevispinis
Gulf of Alaska,2335560,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes brevispinis
Aleutian Islands,2335560,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes brevispinis
"Oregon, Washington, Vancouver Coast and Shelf",2335560,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes brevispinis
Northern California,2335560,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes brevispinis
California Current,2335560,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes brevispinis
Subarctic Pacific,2335560,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes brevispinis
Puget Trough/Georgia Basin,2335560,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes brevispinis
Northern California,2335544,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes carnatus
Puget Trough/Georgia Basin,2335544,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes carnatus
"Oregon, Washington, Vancouver Coast and Shelf",2335544,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes carnatus
California Current,2335544,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes carnatus
Southern California Bight,2335544,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes carnatus
Southern California Bight,2335455,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes caurinus
Puget Trough/Georgia Basin,2335455,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes caurinus
Gulf of Alaska,2335455,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes caurinus
"Oregon, Washington, Vancouver Coast and Shelf",2335455,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes caurinus
Subarctic Pacific,2335455,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes caurinus
North American Pacific Fijordland,2335455,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes caurinus
California Current,2335455,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes caurinus
Northern California,2335455,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes caurinus
Aleutian Islands,2335455,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes caurinus
California Current,2335518,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes chlorostictus
North American Pacific Fijordland,2335518,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes chlorostictus
"Oregon, Washington, Vancouver Coast and Shelf",2335518,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes chlorostictus
Northern California,2335518,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes chlorostictus
Southern California Bight,2335518,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes chlorostictus
Puget Trough/Georgia Basin,2335502,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes chrysomelas
"Oregon, Washington, Vancouver Coast and Shelf",2335502,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes chrysomelas
California Current,2335502,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes chrysomelas
Southern California Bight,2335502,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes chrysomelas
Northern California,2335502,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes chrysomelas
North American Pacific Fijordland,2335476,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes ciliatus
Subarctic Pacific,2335476,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes ciliatus
Gulf of Alaska,2335476,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes ciliatus
Aleutian Islands,2335476,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes ciliatus
Southern California Bight,2335476,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes ciliatus
California Current,2335457,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes constellatus
Southern California Bight,2335457,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes constellatus
Northern California,2335457,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes constellatus
Puget Trough/Georgia Basin,2335443,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes crameri
North American Pacific Fijordland,2335443,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes crameri
Gulf of Alaska,2335443,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes crameri
"Oregon, Washington, Vancouver Coast and Shelf",2335443,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes crameri
Northern California,2335443,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes crameri
Southern California Bight,2335443,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes crameri
Aleutian Islands,2335443,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes crameri
California Current,2335443,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Sebastidae,Sebastes,Sebastes crameri
