scientificName,taxonID,taxonRank,kingdom,phylum,class,order,family,genus,species,province
Pycnocraspedum armatum,276910,Species,Animalia,Chordata,Actinopteri,Ophidiiformes,Ophidiidae,Pycnocraspedum,Pycnocraspedum armatum,North Central Pacific Gyre
Eleotris sandwicensis,277806,Species,Animalia,Chordata,Actinopteri,Gobiiformes,Eleotridae,Eleotris,Eleotris sandwicensis,North Central Pacific Gyre
Oplegnathus fasciatus,277892,Species,Animalia,Chordata,Actinopteri,Centrarchiformes,Oplegnathidae,Oplegnathus,Oplegnathus fasciatus,North Central Pacific Gyre
Prognichthys tringa,277927,Species,Animalia,Chordata,Actinopteri,Beloniformes,Exocoetidae,Prognichthys,Prognichthys tringa,North Central Pacific Gyre
Istigobius hoesei,278035,Species,Animalia,Chordata,Actinopteri,Gobiiformes,Gobiidae,Istigobius,Istigobius hoesei,North Central Pacific Gyre
Kuhlia marginata,278245,Species,Animalia,Chordata,Actinopteri,Centrarchiformes,Kuhliidae,Kuhlia,Kuhlia marginata,North Central Pacific Gyre
Coelorinchus spilonotus,280344,Species,Animalia,Chordata,Actinopteri,Gadiformes,Macrouridae,Coelorinchus,Coelorinchus spilonotus,North Central Pacific Gyre
Pseudomugil cyanodorsalis,282446,Species,Animalia,Chordata,Actinopteri,Atheriniformes,Pseudomugilidae,Pseudomugil,Pseudomugil cyanodorsalis,North Central Pacific Gyre
Tarletonbeania taylori,282928,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,Tarletonbeania taylori,North Central Pacific Gyre
Virgularia abies,286701,Species,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Virgulariidae,Virgularia,Virgularia abies,North Central Pacific Gyre
Balanophyllia (Balanophyllia) laysanensis,286933,Species,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,Balanophyllia,Balanophyllia (Balanophyllia) laysanensis,North Central Pacific Gyre
Balanophyllia (Balanophyllia) ukrainensis,286952,Species,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,Balanophyllia,Balanophyllia (Balanophyllia) ukrainensis,North Central Pacific Gyre
Pentaceros wheeleri,313241,Species,Animalia,Chordata,Actinopteri,Acropomatiformes,Pentacerotidae,Pentaceros,Pentaceros wheeleri,North Central Pacific Gyre
Roa excelsa,321097,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Chaetodontidae,Roa,Roa excelsa,North Central Pacific Gyre
Neanthes arenaceodentata,334084,Species,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Neanthes,Neanthes arenaceodentata,North Central Pacific Gyre
Monoplacophorus zenkevitchi,343678,Species,Animalia,Mollusca,Monoplacophora,Neopilinida,Neopilinidae,Monoplacophorus,Monoplacophorus zenkevitchi,North Central Pacific Gyre
Sterna lunata,343930,Species,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,Sterna lunata,North Central Pacific Gyre
Turridrupa bijubata,345706,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Turridae,Turridrupa,Turridrupa bijubata,North Central Pacific Gyre
Echinolittorina,345756,Genus,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Echinolittorina,NA,North Central Pacific Gyre
Hexacontium,345896,Genus,Chromista,Radiozoa,Polycystina,Spumellaria,Actinommidae,Hexacontium,NA,North Central Pacific Gyre
Euryphorus nordmannii,358630,Species,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Caligidae,Euryphorus,Euryphorus nordmannii,North Central Pacific Gyre
Calcinus guamensis,367438,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Calcinidae,Calcinus,Calcinus guamensis,North Central Pacific Gyre
Ciliopagurus albatrossi,367474,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Calcinidae,Ciliopagurus,Ciliopagurus albatrossi,North Central Pacific Gyre
Dardanus umbella,367597,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Calcinidae,Dardanus,Dardanus umbella,North Central Pacific Gyre
Tamaria scleroderma,368997,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Ophidiasteridae,Tamaria,Tamaria scleroderma,North Central Pacific Gyre
Martensia,369870,Genus,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Martensia,NA,North Central Pacific Gyre
Stenopeltis,370249,Genus,Plantae,Rhodophyta,Florideophyceae,Nemaliales,Liagoraceae,Stenopeltis,NA,North Central Pacific Gyre
Chrysymenia kaernbachii,371428,Species,Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniaceae,Chrysymenia,Chrysymenia kaernbachii,North Central Pacific Gyre
Hypoglossum barbatum,371592,Species,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Hypoglossum,Hypoglossum barbatum,North Central Pacific Gyre
Herposiphonia pacifica,371670,Species,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Herposiphonia,Herposiphonia pacifica,North Central Pacific Gyre
Gibsmithia dotyi,372320,Species,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,Gibsmithia,Gibsmithia dotyi,North Central Pacific Gyre
Perikladosporon percurrens,373073,Species,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Perikladosporon,Perikladosporon percurrens,North Central Pacific Gyre
Polysiphonia beaudettei,373708,Species,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Polysiphonia,Polysiphonia beaudettei,North Central Pacific Gyre
Halymenia chiangiana,374564,Species,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,Halymenia,Halymenia chiangiana,North Central Pacific Gyre
Predaea laciniosa,374568,Species,Plantae,Rhodophyta,Florideophyceae,Nemastomatales,Nemastomataceae,Predaea,Predaea laciniosa,North Central Pacific Gyre
Gelidium reediae,374574,Species,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,Gelidium reediae,North Central Pacific Gyre
Herposiphonia dubia,374670,Species,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Herposiphonia,Herposiphonia dubia,North Central Pacific Gyre
Spirocladia hodgsoniae,374694,Species,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Spirocladia,Spirocladia hodgsoniae,North Central Pacific Gyre
Pneophyllum conicum,374747,Species,Plantae,Rhodophyta,Florideophyceae,Corallinales,Mastoporaceae,Pneophyllum,Pneophyllum conicum,North Central Pacific Gyre
Sebdenia dawsonii,375914,Species,Plantae,Rhodophyta,Florideophyceae,Sebdeniales,Sebdeniaceae,Sebdenia,Sebdenia dawsonii,North Central Pacific Gyre
Izziella orientalis,376125,Species,Plantae,Rhodophyta,Florideophyceae,Nemaliales,Liagoraceae,Izziella,Izziella orientalis,North Central Pacific Gyre
Codium phasmaticum,376439,Species,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Codiaceae,Codium,Codium phasmaticum,North Central Pacific Gyre
Parviphycus adnatus,376618,Species,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiellaceae,Parviphycus,Parviphycus adnatus,North Central Pacific Gyre
Bentheogennema burkenroadi,377417,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Benthesicymidae,Bentheogennema,Bentheogennema burkenroadi,North Central Pacific Gyre
Poraniopsis inflata,381961,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Poraniidae,Poraniopsis,Poraniopsis inflata,North Central Pacific Gyre
Justitia longimana,382881,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Justitia,Justitia longimana,North Central Pacific Gyre
Albunea bulla,387505,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Albuneidae,Albunea,Albunea bulla,North Central Pacific Gyre
Scopeloberyx pequenoi,388864,Species,Animalia,Chordata,Actinopteri,Beryciformes,Melamphaidae,Scopeloberyx,Scopeloberyx pequenoi,North Central Pacific Gyre
Scopeloberyx malayanus,390569,Species,Animalia,Chordata,Actinopteri,Beryciformes,Melamphaidae,Scopeloberyx,Scopeloberyx malayanus,North Central Pacific Gyre
Dictyophimus,391896,Genus,Chromista,Radiozoa,Polycystina,Nassellaria,Theoperidae,Dictyophimus,NA,North Central Pacific Gyre
Eumunida smithii,392013,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Eumunididae,Eumunida,Eumunida smithii,North Central Pacific Gyre
Idiomarinaceae,394047,Family,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,NA,NA,North Central Pacific Gyre
Desulfuromusa,394054,Genus,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromusa,NA,North Central Pacific Gyre
Pachygrapsus fakaravensis,395017,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Grapsidae,Pachygrapsus,Pachygrapsus fakaravensis,North Central Pacific Gyre
Watersipora arcuata,395087,Species,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Watersiporidae,Watersipora,Watersipora arcuata,North Central Pacific Gyre
Menathais,395261,Genus,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Menathais,NA,North Central Pacific Gyre
Spinosipella deshayesiana,405124,Species,Animalia,Mollusca,Bivalvia,NA,Verticordiidae,Spinosipella,Spinosipella deshayesiana,North Central Pacific Gyre
Odontodactylus hansenii,408964,Species,Animalia,Arthropoda,Malacostraca,Stomatopoda,Odontodactylidae,Odontodactylus,Odontodactylus hansenii,North Central Pacific Gyre
Histioteuthis berryi,410364,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Histioteuthidae,Histioteuthis,Histioteuthis berryi,North Central Pacific Gyre
Golfingia (Golfingia) vulgaris vulgaris,410724,Subspecies,Animalia,Annelida,NA,Sipuncula,Golfingiidae,Golfingia,Golfingia (Golfingia) vulgaris,North Central Pacific Gyre
Cliidae,411904,Family,Animalia,Mollusca,Gastropoda,Pteropoda,Cliidae,NA,NA,North Central Pacific Gyre
Actinomma antarcticum,412907,Species,Chromista,Radiozoa,Polycystina,Spumellaria,Actinommidae,Actinomma,Actinomma antarcticum,North Central Pacific Gyre
Spongaster,412939,Genus,Chromista,Radiozoa,Polycystina,Spumellaria,Spongodiscidae,Spongaster,NA,North Central Pacific Gyre
Eucyrtidium,413006,Genus,Chromista,Radiozoa,Polycystina,Nassellaria,Theoperidae,Eucyrtidium,NA,North Central Pacific Gyre
Pterocorys zancleus,413025,Species,Chromista,Radiozoa,Polycystina,Nassellaria,Pterocorythidae,Pterocorys,Pterocorys zancleus,North Central Pacific Gyre
Escherichia,415359,Genus,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,NA,North Central Pacific Gyre
Plectofrondicularia,415833,Genus,Chromista,Foraminifera,Nodosariata,Polymorphinida,Plectofrondiculariidae,Plectofrondicularia,NA,North Central Pacific Gyre
Candeina nitida,418110,Species,Chromista,Foraminifera,Globothalamea,Rotaliida,Candeinidae,Candeina,Candeina nitida,North Central Pacific Gyre
Dulichiella appendiculata,421504,Species,Animalia,Arthropoda,Malacostraca,Amphipoda,Melitidae,Dulichiella,Dulichiella appendiculata,North Central Pacific Gyre
Gnathophausia longispina,431186,Species,Animalia,Arthropoda,Malacostraca,Lophogastrida,Gnathophausiidae,Gnathophausia,Gnathophausia longispina,North Central Pacific Gyre
Oenopota ogasawarana,434527,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Oenopota,Oenopota ogasawarana,North Central Pacific Gyre
Aethra edentata,440253,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Aethridae,Aethra,Aethra edentata,North Central Pacific Gyre
Lybia edmondsoni,444224,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae,Lybia,Lybia edmondsoni,North Central Pacific Gyre
Calliotropis abyssicola,446283,Species,Animalia,Mollusca,Gastropoda,Seguenziida,Calliotropidae,Calliotropis,Calliotropis abyssicola,North Central Pacific Gyre
Cypridina iota,450887,Species,Animalia,Arthropoda,Ostracoda,Myodocopida,Cypridinidae,Cypridina,Cypridina iota,North Central Pacific Gyre
Parasterope omega,451134,Species,Animalia,Arthropoda,Ostracoda,Myodocopida,Cylindroleberididae,Parasterope,Parasterope omega,North Central Pacific Gyre
Thorunna kahuna,457656,Species,Animalia,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Thorunna,Thorunna kahuna,North Central Pacific Gyre
Pustularia cicercula takahashii,458775,Subspecies,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,Pustularia,Pustularia cicercula,North Central Pacific Gyre
Inanidrilus dutchae,475768,Species,Animalia,Annelida,Clitellata,Tubificida,Naididae,Inanidrilus,Inanidrilus dutchae,North Central Pacific Gyre
Monoplex pilearis,476533,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cymatiidae,Monoplex,Monoplex pilearis,North Central Pacific Gyre
Axiola,479414,Genus,Animalia,Platyhelminthes,NA,Rhabdocoela,Jenseniidae,Axiola,NA,North Central Pacific Gyre
Stylochoplana inquilina,483581,Species,Animalia,Platyhelminthes,NA,Polycladida,Stylochoplanidae,Stylochoplana,Stylochoplana inquilina,North Central Pacific Gyre
Paralicella vaporalis,488215,Species,Animalia,Arthropoda,Malacostraca,Amphipoda,Alicellidae,Paralicella,Paralicella vaporalis,North Central Pacific Gyre
Dulzura,490404,Genus,Animalia,Arthropoda,Malacostraca,Amphipoda,Hadziidae,Dulzura,NA,North Central Pacific Gyre
Centrocubus cladostylus,493309,Species,Chromista,Radiozoa,Polycystina,Spumellaria,Actinommidae,Centrocubus,Centrocubus cladostylus,North Central Pacific Gyre
Solenosphaera zanguebarica,493490,Species,Chromista,Radiozoa,Polycystina,Nassellaria,Collozoidae,Solenosphaera,Solenosphaera zanguebarica,North Central Pacific Gyre
Callimitra carolotae,493518,Species,Chromista,Radiozoa,Polycystina,Nassellaria,Plagiacanthidae,Callimitra,Callimitra carolotae,North Central Pacific Gyre
Ceratocyrtis histricosa,493523,Species,Chromista,Radiozoa,Polycystina,Nassellaria,Plagiacanthidae,Ceratocyrtis,Ceratocyrtis histricosa,North Central Pacific Gyre
Trisulcus,493583,Genus,Chromista,Radiozoa,Polycystina,Nassellaria,Plagiacanthidae,Trisulcus,NA,North Central Pacific Gyre
Stichopilidium kruegeri,493663,Species,Chromista,Radiozoa,Polycystina,Nassellaria,Theoperidae,Stichopilidium,Stichopilidium kruegeri,North Central Pacific Gyre
Acanthodesmia vinculata,493675,Species,Chromista,Radiozoa,Polycystina,Nassellaria,Trissocyclidae,Acanthodesmia,Acanthodesmia vinculata,North Central Pacific Gyre
Nephrospyris renilla,493691,Species,Chromista,Radiozoa,Polycystina,Nassellaria,Trissocyclidae,Nephrospyris,Nephrospyris renilla,North Central Pacific Gyre
Boldia,494051,Genus,Plantae,Rhodophyta,Compsopogonophyceae,Compsopogonales,Boldiaceae,Boldia,NA,North Central Pacific Gyre
Cubiculosporum koronicarpis,495066,Species,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Cubiculosporaceae,Cubiculosporum,Cubiculosporum koronicarpis,North Central Pacific Gyre
Trochocyathus (Trochocyathus),504007,Subgenus,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Trochocyathus,NA,North Central Pacific Gyre
Calloarca tenella,504430,Species,Animalia,Mollusca,Bivalvia,Arcida,Arcidae,Calloarca,Calloarca tenella,North Central Pacific Gyre
Limaria auaua,505482,Species,Animalia,Mollusca,Bivalvia,Limida,Limidae,Limaria,Limaria auaua,North Central Pacific Gyre
Semele australis,507285,Species,Animalia,Mollusca,Bivalvia,Cardiida,Semelidae,Semele,Semele australis,North Central Pacific Gyre
Metanachis laingensis,511805,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Metanachis,Metanachis laingensis,North Central Pacific Gyre
Diadema paucispinum,513224,Species,Animalia,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Diadema,Diadema paucispinum,North Central Pacific Gyre
Echinocyamus incertus,513230,Species,Animalia,Echinodermata,Echinoidea,Echinolampadacea,Fibulariidae,Echinocyamus,Echinocyamus incertus,North Central Pacific Gyre
Alpheus gracilis,514879,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,Alpheus gracilis,North Central Pacific Gyre
Plesionika ocellus,515501,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,Plesionika,Plesionika ocellus,North Central Pacific Gyre
Heterolepa praecincta,527096,Species,Chromista,Foraminifera,Globothalamea,Rotaliida,Cibicididae,Heterolepa,Heterolepa praecincta,North Central Pacific Gyre
Elasmopus diplonyx,531483,Species,Animalia,Arthropoda,Malacostraca,Amphipoda,Maeridae,Elasmopus,Elasmopus diplonyx,North Central Pacific Gyre
Tridentarius dentatus,531859,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Strombidae,Tridentarius,Tridentarius dentatus,North Central Pacific Gyre
Photis typhlops,548679,Species,Animalia,Arthropoda,Malacostraca,Amphipoda,Photidae,Photis,Photis typhlops,North Central Pacific Gyre
Stenothoe haleloke,555302,Species,Animalia,Arthropoda,Malacostraca,Amphipoda,Stenothoidae,Stenothoe,Stenothoe haleloke,North Central Pacific Gyre
Cadlinella ornatissima,558431,Species,Animalia,Mollusca,Gastropoda,Nudibranchia,Cadlinellidae,Cadlinella,Cadlinella ornatissima,North Central Pacific Gyre
Methanococcus,559495,Genus,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,NA,North Central Pacific Gyre
Arcanobacterium,559516,Genus,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Arcanobacterium,NA,North Central Pacific Gyre
Varibaculum,559518,Genus,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Varibaculum,NA,North Central Pacific Gyre
Glycomycetaceae,559568,Family,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Glycomycetaceae,NA,NA,North Central Pacific Gyre
Sanguibacter,559749,Genus,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Sanguibacteraceae,Sanguibacter,NA,North Central Pacific Gyre
Coriobacteriaceae,559800,Family,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,NA,NA,North Central Pacific Gyre
Microscilla,559907,Genus,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Microscilla,NA,North Central Pacific Gyre
Cadlina luteomarginata,562476,Species,Animalia,Mollusca,Gastropoda,Nudibranchia,Cadlinidae,Cadlina,Cadlina luteomarginata,North Central Pacific Gyre
Lutibacter,563886,Genus,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Lutibacter,NA,North Central Pacific Gyre
Maribacter,563899,Genus,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Maribacter,NA,North Central Pacific Gyre
Oxymeris areolata,564239,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Terebridae,Oxymeris,Oxymeris areolata,North Central Pacific Gyre
Deinococcus-Thermus,564386,Phylum,Bacteria,Deinococcus-Thermus,NA,NA,NA,NA,NA,North Central Pacific Gyre
Hydroprogne caspia,567825,Species,Animalia,Chordata,Aves,Charadriiformes,Laridae,Hydroprogne,Hydroprogne caspia,North Central Pacific Gyre
Syntrophobacteraceae,570208,Family,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,NA,NA,North Central Pacific Gyre
Halochromatium,570391,Genus,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Halochromatium,NA,North Central Pacific Gyre
Phocoenobacter,570610,Genus,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Phocoenobacter,NA,North Central Pacific Gyre
Nucleolaria nucleus,570723,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,Nucleolaria,Nucleolaria nucleus,North Central Pacific Gyre
Allobaculum,570934,Genus,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,NA,North Central Pacific Gyre
Chloroflexales,571104,Order,Bacteria,Chloroflexi,Chloroflexi,Chloroflexales,NA,NA,NA,North Central Pacific Gyre
Collimonas,571114,Genus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteriaceae,Collimonas,NA,North Central Pacific Gyre
Desulfomicrobium,571152,Genus,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium,NA,North Central Pacific Gyre
Dickeya,571165,Genus,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Dickeya,NA,North Central Pacific Gyre
Globicatella,571184,Genus,Bacteria,Firmicutes,Bacili,Lactobacillales,Aerococcaceae,Globicatella,NA,North Central Pacific Gyre
Martelella,571199,Genus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Martelella,NA,North Central Pacific Gyre
Sporobacter,571450,Genus,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Sporobacter,NA,North Central Pacific Gyre
Macrococcus,571477,Genus,Bacteria,Firmicutes,Bacili,Bacillales,Staphylococcaceae,Macrococcus,NA,North Central Pacific Gyre
Syntrophomonas,571486,Genus,Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophomonas,NA,North Central Pacific Gyre
Tugali oblonga,571928,Species,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Tugali,Tugali oblonga,North Central Pacific Gyre
Distephanus octonarius,574224,Species,Chromista,Ochrophyta,Dictyochophyceae,Dictyochales,Dictyochaceae,Distephanus,Distephanus octonarius,North Central Pacific Gyre
Dolabella californica,574864,Species,Animalia,Mollusca,Gastropoda,Aplysiida,Aplysiidae,Dolabella,Dolabella californica,North Central Pacific Gyre
Penaeus stylirostris,584982,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,Penaeus stylirostris,North Central Pacific Gyre
Smaragdinella calyculata,590786,Species,Animalia,Mollusca,Gastropoda,Cephalaspidea,Haminoeidae,Smaragdinella,Smaragdinella calyculata,North Central Pacific Gyre
Eatoniella janetaylorae,591558,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Eatoniellidae,Eatoniella,Eatoniella janetaylorae,North Central Pacific Gyre
Euthymella bilix,591573,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Triphoridae,Euthymella,Euthymella bilix,North Central Pacific Gyre
Plesiotrochus luteus,592241,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Plesiotrochidae,Plesiotrochus,Plesiotrochus luteus,North Central Pacific Gyre
Melibe engeli,593362,Species,Animalia,Mollusca,Gastropoda,Nudibranchia,Tethydidae,Melibe,Melibe engeli,North Central Pacific Gyre
Vexillum adamsianum,593421,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Costellariidae,Vexillum,Vexillum adamsianum,North Central Pacific Gyre
Euprotomus vomer,594563,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Strombidae,Euprotomus,Euprotomus vomer,North Central Pacific Gyre
Metavermilia zibrowii,595713,Species,Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,Metavermilia,Metavermilia zibrowii,North Central Pacific Gyre
Bistolida hirundo,597174,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,Bistolida,Bistolida hirundo,North Central Pacific Gyre
Simulamerelina hewa,597899,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Simulamerelina,Simulamerelina hewa,North Central Pacific Gyre
Pleurobranchus peronii,599477,Species,Animalia,Mollusca,Gastropoda,Pleurobranchida,Pleurobranchidae,Pleurobranchus,Pleurobranchus peronii,North Central Pacific Gyre
Halgerda terramtuentis,599506,Species,Animalia,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Halgerda,Halgerda terramtuentis,North Central Pacific Gyre
Chlorogloeopsis,602841,Genus,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Chlorogloeopsidaceae,Chlorogloeopsis,NA,North Central Pacific Gyre
Erronea pyriformis,605561,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,Erronea,Erronea pyriformis,North Central Pacific Gyre
Stigonema minutum,609554,Species,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Stigonemataceae,Stigonema,Stigonema minutum,North Central Pacific Gyre
Microcoleus acutirostris,615635,Species,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Microcoleaceae,Microcoleus,Microcoleus acutirostris,North Central Pacific Gyre
Blennothrix comoides,619143,Species,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Blennothrix,Blennothrix comoides,North Central Pacific Gyre
Entophysalis crustacea,627657,Species,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Entophysalidaceae,Entophysalis,Entophysalis crustacea,North Central Pacific Gyre
Microcoleus majusculus,657558,Species,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Microcoleaceae,Microcoleus,Microcoleus majusculus,North Central Pacific Gyre
NA,683395,NA,Chromista,Ochrophyta,Dictyochophyceae,Dictyochales,Dictyochaceae,Distephanus,Distephanus octonarius,North Central Pacific Gyre
Photonectes barnetti,712457,Species,Animalia,Chordata,Actinopteri,Stomiiformes,Stomiidae,Photonectes,Photonectes barnetti,North Central Pacific Gyre
Scorpaenodes evides,712541,Species,Animalia,Chordata,Actinopteri,Perciformes,Scorpaenidae,Scorpaenodes,Scorpaenodes evides,North Central Pacific Gyre
Pristiapogon exostigma,712695,Species,Animalia,Chordata,Actinopteri,Kurtiformes,Apogonidae,Pristiapogon,Pristiapogon exostigma,North Central Pacific Gyre
Centropyge interrupta,712745,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Pomacanthidae,Centropyge,Centropyge interrupta,North Central Pacific Gyre
Jactellina clathrata,714900,Species,Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Jactellina,Jactellina clathrata,North Central Pacific Gyre
Pseudusa bostigrinus,720108,Species,Animalia,Chordata,Thaliacea,Doliolida,Doliolunidae,Pseudusa,Pseudusa bostigrinus,North Central Pacific Gyre
Gavelinella,722342,Genus,Chromista,Foraminifera,Globothalamea,Rotaliida,Gavelinellidae,Gavelinella,NA,North Central Pacific Gyre
Anguillosyllis palpata,756944,Species,Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Anguillosyllis,Anguillosyllis palpata,North Central Pacific Gyre
Goniastrea stelligera,763067,Species,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Goniastrea,Goniastrea stelligera,North Central Pacific Gyre
Carinapex lindseygrovesi,834133,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Horaiclavidae,Carinapex,Carinapex lindseygrovesi,North Central Pacific Gyre
Conasprella delessertii,835976,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Conasprella,Conasprella delessertii,North Central Pacific Gyre
Tripos longirostrus,837227,Species,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos longirostrus,North Central Pacific Gyre
Hommersandiophycus samaensis,840184,Species,Plantae,Rhodophyta,Florideophyceae,Nemaliales,Liagoraceae,Hommersandiophycus,Hommersandiophycus samaensis,North Central Pacific Gyre
Tripos concilians,841198,Species,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos concilians,North Central Pacific Gyre
